acq_date,grid_id,brightness,bright_t31,frp,day,month,dayofweek,target,lat_grid,lon_grid,temperature_max,temperature_min,precipitation_sum,windspeed_max,humidity_max,humidity_min
2021-03-25,29.7_78.9,320.9,306.5,11.6,25,3,3,1,29.7,78.9,25.6,14.5,0.0,15.9,58,25
2021-03-25,29.9_78.7,318.55,303.35,8.55,25,3,3,0,29.9,78.7,27.2,11.0,0.0,11.3,84,24
2021-03-25,29.9_78.9,318.0,301.6,11.4,25,3,3,1,29.9,78.9,24.3,7.7,0.0,10.7,77,20
2021-03-25,30.0_78.6,319.1,301.7,10.8,25,3,3,0,30.0,78.6,21.8,10.2,0.0,13.0,74,30
2021-03-25,30.0_78.7,325.9,305.1,16.3,25,3,3,0,30.0,78.7,25.6,13.5,0.0,11.5,65,24
2021-03-25,30.0_79.3,332.15,299.0,30.35,25,3,3,0,30.0,79.3,21.6,7.2,0.0,9.2,72,22
2021-03-25,30.2_78.7,328.3,310.0,15.5,25,3,3,0,30.2,78.7,21.9,9.7,0.0,9.9,64,25
2021-03-25,30.3_78.6,326.79999999999995,310.35,16.0,25,3,3,0,30.3,78.6,21.6,7.1,0.0,11.7,78,26
2021-03-25,30.3_78.7,300.0,286.3,11.9,25,3,3,0,30.3,78.7,23.2,7.6,0.0,9.4,78,28
2021-03-25,30.3_78.9,322.45000000000005,301.95000000000005,14.95,25,3,3,0,30.3,78.9,21.7,8.5,0.0,12.3,72,21
2021-03-26,29.6_78.8,308.15,295.70000000000005,6.4,26,3,4,0,29.6,78.8,28.3,14.6,0.0,11.8,73,32
2021-03-26,29.6_78.9,307.6,291.0,8.4,26,3,4,0,29.6,78.9,28.6,14.9,0.0,11.8,73,32
2021-03-26,29.6_79.1,314.8,304.1,6.3,26,3,4,1,29.6,79.1,26.6,13.7,0.0,12.8,72,31
2021-03-26,29.7_78.7,320.7,304.0,13.5,26,3,4,0,29.7,78.7,26.0,12.9,0.0,11.0,69,31
2021-03-26,29.7_79.3,341.34000000000003,307.54,212.78000000000003,26,3,4,0,29.7,79.3,27.8,9.1,0.0,14.8,91,22
2021-03-26,30.1_78.9,315.6,302.4,6.8,26,3,4,0,30.1,78.9,24.7,8.3,0.0,11.6,75,25
2021-03-26,30.2_78.5,320.95000000000005,302.75,13.6,26,3,4,0,30.2,78.5,19.0,1.8,0.0,11.7,87,21
2021-03-26,30.3_78.5,324.3,309.35,47.1,26,3,4,0,30.3,78.5,27.1,10.1,0.0,7.4,85,25
2021-03-26,30.3_78.8,315.4,302.25,20.45,26,3,4,0,30.3,78.8,23.4,8.2,0.0,10.0,73,20
2021-03-26,30.4_78.9,311.4,295.4,6.9,26,3,4,0,30.4,78.9,24.3,5.8,0.0,7.8,73,16
2021-03-27,29.6_78.8,304.4,292.6,7.0,27,3,5,1,29.6,78.8,29.8,15.1,0.0,10.4,83,29
2021-03-27,29.9_78.8,317.8,305.0,12.3,27,3,5,0,29.9,78.8,29.0,11.8,0.0,10.5,92,25
2021-03-27,30.0_79.3,325.1666666666667,293.46666666666664,97.5,27,3,5,0,30.0,79.3,24.4,9.6,0.1,13.9,78,24
2021-03-27,30.1_78.9,315.2333333333333,303.6666666666667,12.033333333333331,27,3,5,1,30.1,78.9,25.4,11.3,0.0,11.9,80,27
2021-03-27,30.2_79.4,320.0,298.0,22.4,27,3,5,0,30.2,79.4,20.7,7.0,0.0,10.4,69,25
2021-03-27,30.4_79.3,310.3,294.6,11.2,27,3,5,0,30.4,79.3,26.3,14.5,0.0,10.9,63,20
2021-03-28,29.6_78.8,312.3,296.76666666666665,14.066666666666665,28,3,6,1,29.6,78.8,30.7,16.3,0.0,11.6,75,27
2021-03-28,29.7_78.8,319.1,301.2,19.6,28,3,6,0,29.7,78.8,29.4,15.6,0.0,12.2,74,29
2021-03-28,29.7_79.0,317.8,300.4,16.1,28,3,6,0,29.7,79.0,27.5,17.8,0.0,13.8,66,30
2021-03-28,29.9_78.8,316.6,302.0,9.9,28,3,6,1,29.9,78.8,29.3,13.6,0.0,10.2,90,28
2021-03-28,29.9_79.4,313.5,299.8,15.7,28,3,6,0,29.9,79.4,28.1,11.9,0.0,10.5,82,26
2021-03-28,30.0_78.8,327.3,301.75,37.1,28,3,6,0,30.0,78.8,27.9,15.1,0.1,8.4,73,30
2021-03-28,30.0_78.9,315.3,298.0,15.2,28,3,6,0,30.0,78.9,19.2,5.7,0.3,15.3,78,29
2021-03-28,30.1_78.6,318.6,303.4,14.0,28,3,6,0,30.1,78.6,27.2,11.5,0.1,13.7,87,33
2021-03-28,30.3_78.7,317.6,302.8,15.6,28,3,6,0,30.3,78.7,26.1,11.8,0.0,8.7,85,34
2021-03-28,30.4_78.7,317.2,300.6,20.6,28,3,6,0,30.4,78.7,25.9,11.9,0.0,8.6,79,36
2021-03-28,30.4_79.0,316.1,294.1,23.25,28,3,6,0,30.4,79.0,28.9,13.4,0.2,9.7,66,27
2021-03-29,29.8_78.6,303.0,291.2,5.6,29,3,0,0,29.8,78.6,31.3,19.6,0.0,13.9,57,27
2021-03-29,29.8_78.7,306.35,291.65,7.199999999999999,29,3,0,0,29.8,78.7,29.0,15.7,0.0,8.9,74,27
2021-03-29,30.3_78.9,303.0,290.9,4.8,29,3,0,0,30.3,78.9,23.9,10.7,0.0,6.1,76,31
2021-03-29,30.3_79.2,303.3,287.1,6.3,29,3,0,0,30.3,79.2,25.4,11.9,0.4,4.3,59,23
2021-03-30,29.5_79.1,324.4,307.0,12.3,30,3,1,0,29.5,79.1,33.5,19.1,0.0,16.7,58,19
2021-03-30,29.5_79.4,327.0,312.2,15.0,30,3,1,0,29.5,79.4,22.8,7.8,0.1,10.7,83,24
2021-03-30,29.7_78.5,327.0,311.1,12.7,30,3,1,0,29.7,78.5,34.9,18.9,0.0,13.5,60,20
2021-03-30,29.8_78.8,318.5,305.9,5.8,30,3,1,0,29.8,78.8,23.1,10.6,0.0,15.3,65,24
2021-03-30,29.9_78.5,321.20000000000005,306.75,8.45,30,3,1,0,29.9,78.5,28.3,15.9,0.3,13.0,71,23
2021-03-30,30.1_78.5,325.45000000000005,307.15,13.2,30,3,1,0,30.1,78.5,27.3,11.2,0.2,13.1,72,23
2021-03-30,30.1_78.6,323.7,309.1,8.3,30,3,1,0,30.1,78.6,28.7,12.6,0.2,13.1,72,23
2021-03-30,30.1_78.7,320.9,307.6,6.1,30,3,1,0,30.1,78.7,26.6,14.8,0.0,12.9,69,21
2021-03-30,30.2_78.5,327.5,313.3,11.7,30,3,1,0,30.2,78.5,21.2,4.6,0.0,9.2,77,22
2021-03-30,30.2_78.6,327.3,310.1,12.6,30,3,1,0,30.2,78.6,26.6,10.3,0.0,11.3,70,25
2021-03-30,30.2_79.3,319.4,304.6,11.1,30,3,1,0,30.2,79.3,28.7,15.0,0.2,8.2,79,23
2021-03-30,30.2_79.4,338.15,298.54999999999995,46.05,30,3,1,0,30.2,79.4,21.0,7.1,0.0,11.2,64,22
2021-03-30,30.3_78.8,323.6,301.1,16.6,30,3,1,0,30.3,78.8,25.3,8.5,0.0,11.2,71,20
2021-03-30,30.3_78.9,324.40000000000003,305.90000000000003,15.166666666666666,30,3,1,1,30.3,78.9,25.8,9.0,0.0,11.2,71,20
2021-03-30,30.3_79.1,321.4,304.15,14.85,30,3,1,0,30.3,79.1,30.7,11.6,0.0,8.5,76,21
2021-03-30,30.3_79.2,325.76666666666665,304.46666666666664,16.5,30,3,1,1,30.3,79.2,27.1,9.0,0.2,9.9,65,16
2021-03-30,30.4_79.2,325.0,302.3,19.2,30,3,1,0,30.4,79.2,25.2,7.0,0.0,9.5,72,19
2021-03-31,29.5_79.1,310.4,293.6,12.62,31,3,2,1,29.5,79.1,31.4,16.3,0.0,22.9,67,11
2021-03-31,29.6_79.1,301.2,289.2,12.3,31,3,2,0,29.6,79.1,29.2,16.4,0.0,24.2,71,14
2021-03-31,29.7_79.1,323.5,306.9,14.3,31,3,2,0,29.7,79.1,27.5,12.3,0.0,16.3,78,15
2021-03-31,29.7_79.2,315.5,304.4,5.9,31,3,2,0,29.7,79.2,27.6,10.9,0.0,16.8,89,15
2021-03-31,29.8_78.8,318.4,302.9,7.8,31,3,2,1,29.8,78.8,22.0,8.9,0.0,18.0,66,13
2021-03-31,29.9_78.7,325.2,306.2,14.8,31,3,2,0,29.9,78.7,30.0,16.3,0.0,14.8,91,14
2021-03-31,29.9_79.0,315.1,297.6,9.5,31,3,2,0,29.9,79.0,23.3,10.6,0.0,18.8,89,13
2021-03-31,30.0_78.6,300.55,288.2,7.15,31,3,2,0,30.0,78.6,24.2,13.8,0.0,17.8,80,20
2021-03-31,30.1_78.6,319.6,306.6,7.2,31,3,2,1,30.1,78.6,25.7,12.3,0.0,15.7,87,21
2021-03-31,30.2_78.5,317.9,305.8,5.7,31,3,2,1,30.2,78.5,19.2,4.6,0.0,15.0,89,19
2021-03-31,30.2_78.7,300.0,289.9,6.2,31,3,2,0,30.2,78.7,23.7,10.1,0.0,14.0,92,24
2021-03-31,30.3_78.8,319.1,301.1,11.4,31,3,2,1,30.3,78.8,23.1,10.3,0.0,14.6,65,21
2021-04-01,29.5_79.0,315.9,305.6,6.4,1,4,3,0,29.5,79.0,28.6,11.4,0.0,23.2,50,11
2021-04-01,29.5_79.1,327.26666666666665,308.2333333333333,17.96666666666667,1,4,3,1,29.5,79.1,28.8,11.6,0.0,23.2,50,12
2021-04-01,29.5_79.4,331.04999999999995,310.9,18.4,1,4,3,0,29.5,79.4,19.8,7.0,0.0,12.7,44,13
2021-04-01,29.6_79.1,330.9,303.45000000000005,22.45,1,4,3,1,29.6,79.1,27.0,14.3,0.0,25.7,37,12
2021-04-01,29.6_79.2,325.1,308.6,12.4,1,4,3,0,29.6,79.2,26.1,12.7,0.0,23.9,40,15
2021-04-01,29.6_79.3,331.96666666666664,311.2333333333333,20.33333333333333,1,4,3,0,29.6,79.3,22.9,11.4,0.0,20.4,39,15
2021-04-01,29.7_78.8,323.76666666666665,306.56666666666666,12.2,1,4,3,0,29.7,78.8,28.3,11.9,0.0,23.1,52,12
2021-04-01,29.7_79.3,321.0,308.6,6.4,1,4,3,0,29.7,79.3,27.5,10.0,0.0,18.0,65,18
2021-04-01,29.7_79.4,320.4,308.5,6.4,1,4,3,0,29.7,79.4,25.0,8.3,0.0,20.9,59,18
2021-04-01,29.8_78.5,315.1,304.7,5.0,1,4,3,0,29.8,78.5,27.7,14.9,0.0,23.5,38,12
2021-04-01,29.8_78.6,327.5,306.25,17.1,1,4,3,0,29.8,78.6,27.8,15.0,0.0,23.5,38,12
2021-04-01,29.8_78.7,326.21666666666664,307.3833333333334,13.783333333333331,1,4,3,0,29.8,78.7,26.0,9.2,0.0,20.3,58,14
2021-04-01,29.8_78.8,321.7,305.55,10.8,1,4,3,1,29.8,78.8,19.5,6.9,0.0,20.3,48,18
2021-04-01,29.8_78.9,319.4,304.6,7.9,1,4,3,0,29.8,78.9,25.7,12.6,0.0,20.3,42,14
2021-04-01,29.8_79.4,322.9,310.1,8.0,1,4,3,0,29.8,79.4,22.9,8.3,0.0,23.8,55,15
2021-04-01,29.9_78.6,323.5,304.5,11.0,1,4,3,0,29.9,78.6,22.5,8.7,0.0,19.2,62,15
2021-04-01,29.9_78.7,322.3,307.7,10.3,1,4,3,1,29.9,78.7,27.8,11.9,0.0,16.8,63,15
2021-04-01,29.9_78.8,323.5,310.9,8.2,1,4,3,0,29.9,78.8,26.8,11.0,0.0,16.8,62,15
2021-04-01,29.9_78.9,327.5,308.6,14.3,1,4,3,0,29.9,78.9,24.9,11.3,0.0,15.9,46,14
2021-04-01,29.9_79.0,321.75,307.1,10.95,1,4,3,1,29.9,79.0,20.9,9.1,0.0,21.0,48,14
2021-04-01,29.9_79.3,316.9,306.29999999999995,6.8,1,4,3,0,29.9,79.3,27.3,7.8,0.0,15.2,63,10
2021-04-01,29.9_79.5,313.9,301.7,6.9,1,4,3,0,29.9,79.5,20.5,2.8,0.0,17.8,69,10
2021-04-01,30.0_78.8,323.95,310.29999999999995,9.6,1,4,3,0,30.0,78.8,24.7,13.2,0.0,16.9,48,17
2021-04-01,30.1_78.5,319.0,304.85,7.8,1,4,3,0,30.1,78.5,22.5,7.7,0.0,17.1,63,18
2021-04-01,30.1_78.8,315.6666666666667,300.40000000000003,12.6,1,4,3,0,30.1,78.8,22.2,11.4,0.0,15.6,51,19
2021-04-01,30.1_78.9,330.0,305.6,19.8,1,4,3,0,30.1,78.9,21.9,11.6,0.0,15.7,46,21
2021-04-01,30.2_78.7,335.175,309.925,24.175,1,4,3,1,30.2,78.7,21.7,10.8,0.0,15.2,46,24
2021-04-01,30.2_78.8,333.78000000000003,305.46,33.42,1,4,3,0,30.2,78.8,24.7,12.1,0.0,16.1,55,22
2021-04-01,30.2_78.9,321.5333333333333,307.7666666666667,9.633333333333333,1,4,3,0,30.2,78.9,21.2,8.5,0.0,15.0,53,18
2021-04-01,30.2_79.3,318.0,302.45,8.25,1,4,3,0,30.2,79.3,25.0,12.2,0.0,12.0,64,17
2021-04-01,30.2_79.4,313.3333333333333,293.3333333333333,16.900000000000002,1,4,3,0,30.2,79.4,17.8,3.7,0.0,12.2,68,14
2021-04-01,30.3_78.6,344.6,301.9,53.150000000000006,1,4,3,0,30.3,78.6,21.7,7.6,0.0,13.6,63,23
2021-04-01,30.3_78.7,322.9,307.8,8.9,1,4,3,0,30.3,78.7,23.7,8.3,0.0,12.9,72,21
2021-04-01,30.4_78.7,323.6,304.75,13.0,1,4,3,0,30.4,78.7,23.6,7.7,0.0,12.9,71,24
2021-04-01,30.4_78.9,315.2,302.5,6.6,1,4,3,0,30.4,78.9,21.2,5.4,1.3,11.6,65,22
2021-04-02,29.5_78.6,317.1,306.1,4.4,2,4,4,0,29.5,78.6,30.9,14.4,0.0,18.0,41,15
2021-04-02,29.5_79.0,317.3,302.2,8.1,2,4,4,1,29.5,79.0,29.8,12.0,0.0,20.2,42,11
2021-04-02,29.5_79.2,323.8,305.8,12.7,2,4,4,0,29.5,79.2,25.3,14.4,0.0,17.6,45,13
2021-04-02,29.6_78.5,325.5,308.45,10.6,2,4,4,0,29.6,78.5,30.3,11.8,0.0,15.8,58,16
2021-04-02,29.6_79.0,315.1,294.8,13.3,2,4,4,0,29.6,79.0,29.8,14.1,0.0,22.1,42,13
2021-04-02,29.6_79.1,321.7,302.6,11.7,2,4,4,1,29.6,79.1,27.9,12.3,0.0,22.1,41,13
2021-04-02,29.6_79.2,316.35,300.35,5.85,2,4,4,1,29.6,79.2,26.8,12.2,0.0,21.6,42,15
2021-04-02,29.6_79.3,319.7,302.7,44.0,2,4,4,1,29.6,79.3,22.8,8.3,0.0,17.7,47,12
2021-04-02,29.7_79.1,318.45,304.15,7.2,2,4,4,0,29.7,79.1,25.1,9.1,0.0,17.5,52,13
2021-04-02,29.8_78.9,316.0,302.2,6.5,2,4,4,1,29.8,78.9,26.9,11.7,0.0,18.9,47,11
2021-04-02,29.8_79.1,320.4,304.9,10.8,2,4,4,0,29.8,79.1,21.6,7.8,0.0,19.7,49,14
2021-04-02,29.8_79.2,319.3,305.25,7.65,2,4,4,0,29.8,79.2,26.0,7.2,0.0,14.9,66,11
2021-04-02,29.9_78.6,322.5,304.75,11.0,2,4,4,1,29.9,78.6,23.6,8.3,0.0,19.6,61,12
2021-04-02,29.9_78.7,318.4,304.75,29.15,2,4,4,1,29.9,78.7,28.9,11.5,0.0,18.8,61,10
2021-04-02,29.9_78.9,318.5,305.8,8.2,2,4,4,1,29.9,78.9,25.7,7.3,0.0,19.1,61,9
2021-04-02,29.9_79.4,313.6,300.25,29.65,2,4,4,0,29.9,79.4,26.9,8.1,0.0,18.2,77,8
2021-04-02,30.0_78.6,322.4,306.4,11.8,2,4,4,0,30.0,78.6,23.3,11.2,0.0,20.8,48,13
2021-04-02,30.0_79.3,317.7,300.95,9.05,2,4,4,0,30.0,79.3,22.7,6.7,0.0,17.5,68,10
2021-04-02,30.1_78.5,304.9,287.5,8.899999999999999,2,4,4,1,30.1,78.5,23.4,9.0,0.0,18.7,59,14
2021-04-02,30.1_78.7,319.35,302.29999999999995,60.3,2,4,4,0,30.1,78.7,22.6,11.2,0.0,18.2,48,11
2021-04-02,30.1_78.8,311.75,292.3,11.05,2,4,4,1,30.1,78.8,22.6,11.2,0.0,18.2,48,11
2021-04-02,30.2_78.6,306.5,284.5,10.2,2,4,4,0,30.2,78.6,22.9,8.2,0.0,16.2,65,17
2021-04-02,30.2_78.8,316.7333333333333,303.8333333333333,17.900000000000002,2,4,4,1,30.2,78.8,25.5,10.8,0.0,16.2,65,18
2021-04-02,30.2_78.9,310.85,293.1,14.2,2,4,4,1,30.2,78.9,21.4,8.7,0.0,16.2,54,13
2021-04-02,30.2_79.2,314.2,303.0,50.3,2,4,4,0,30.2,79.2,21.7,8.6,0.0,11.8,64,12
2021-04-02,30.2_79.4,315.40000000000003,298.76666666666665,41.23333333333333,2,4,4,1,30.2,79.4,17.7,2.0,0.0,12.4,66,11
2021-04-02,30.2_79.5,309.2,292.0,7.1,2,4,4,0,30.2,79.5,16.2,0.5,0.0,12.4,66,11
2021-04-02,30.3_78.8,306.6,286.05,25.5,2,4,4,0,30.3,78.8,21.7,5.9,0.1,15.6,70,14
2021-04-02,30.3_79.2,315.1,301.9,55.7,2,4,4,0,30.3,79.2,23.4,7.3,0.0,12.8,71,9
2021-04-02,30.4_78.7,314.15,300.25,28.15,2,4,4,1,30.4,78.7,23.8,7.3,0.0,10.0,72,17
2021-04-02,30.5_78.8,320.9,292.2,101.9,2,4,4,0,30.5,78.8,13.9,1.4,0.0,12.7,68,22
2021-04-03,29.6_79.0,312.35,295.025,14.65,3,4,5,1,29.6,79.0,29.6,13.0,0.0,21.3,33,8
2021-04-03,29.6_79.1,324.5,303.7,17.7,3,4,5,1,29.6,79.1,27.7,11.1,0.0,21.3,32,7
2021-04-03,29.6_79.2,327.3,305.825,21.925,3,4,5,1,29.6,79.2,26.6,10.5,0.0,20.6,35,11
2021-04-03,29.7_78.5,324.3,313.5,15.1,3,4,5,0,29.7,78.5,30.6,12.1,0.0,18.6,34,11
2021-04-03,29.7_78.8,323.5,307.2,18.2,3,4,5,0,29.7,78.8,29.1,9.5,0.0,19.1,36,9
2021-04-03,29.7_78.9,317.06666666666666,303.3,10.433333333333332,3,4,5,0,29.7,78.9,27.8,11.4,0.0,19.4,25,6
2021-04-03,29.7_79.0,317.5,302.0,10.7,3,4,5,0,29.7,79.0,26.6,14.7,0.0,20.2,31,7
2021-04-03,29.7_79.2,320.9,302.9,15.3,3,4,5,0,29.7,79.2,24.8,5.2,0.0,18.9,55,12
2021-04-03,29.8_78.6,316.75,303.95,9.95,3,4,5,0,29.8,78.6,28.1,12.5,0.0,17.7,34,10
2021-04-03,29.8_78.7,315.1,305.0,8.4,3,4,5,0,29.8,78.7,27.3,7.0,0.0,17.6,39,9
2021-04-03,29.8_78.8,316.65000000000003,300.56666666666666,21.183333333333334,3,4,5,0,29.8,78.8,20.0,4.3,0.0,17.7,46,5
2021-04-03,29.8_78.9,322.275,303.325,17.225,3,4,5,1,29.8,78.9,26.9,9.6,0.0,17.2,43,7
2021-04-03,29.8_79.1,320.3,304.6,12.0,3,4,5,1,29.8,79.1,21.4,7.9,0.0,17.7,41,6
2021-04-03,29.8_79.2,316.3,301.8,9.4,3,4,5,1,29.8,79.2,25.6,4.4,0.0,17.0,55,11
2021-04-03,29.9_78.7,325.0,306.4,20.9,3,4,5,1,29.9,78.7,29.1,8.8,0.0,14.0,45,7
2021-04-03,29.9_78.9,320.93333333333334,301.46666666666664,17.266666666666666,3,4,5,1,29.9,78.9,26.2,4.6,0.0,13.8,41,6
2021-04-03,29.9_79.3,318.15,303.4,11.8,3,4,5,0,29.9,79.3,26.6,6.7,0.0,15.4,55,6
2021-04-03,29.9_79.4,317.9,305.8,11.7,3,4,5,1,29.9,79.4,27.1,7.1,0.0,15.4,55,6
2021-04-03,29.9_79.5,309.75,291.45000000000005,13.1,3,4,5,0,29.9,79.5,19.0,-0.4,0.0,16.6,69,8
2021-04-03,30.0_78.6,328.2,307.1,21.9,3,4,5,1,30.0,78.6,23.5,11.8,0.0,14.5,39,11
2021-04-03,30.0_78.7,335.8333333333333,308.6333333333334,37.46666666666667,3,4,5,0,30.0,78.7,26.9,11.3,0.0,13.4,39,10
2021-04-03,30.0_78.8,331.2,308.4857142857143,29.728571428571428,3,4,5,0,30.0,78.8,25.9,10.3,0.0,13.4,39,10
2021-04-03,30.0_78.9,315.9,299.0,15.0,3,4,5,0,30.0,78.9,17.2,0.8,0.0,18.4,33,6
2021-04-03,30.0_79.3,328.1,300.1,28.5,3,4,5,1,30.0,79.3,23.2,6.7,0.0,14.0,47,6
2021-04-03,30.0_79.4,303.25,285.9,12.7,3,4,5,0,30.0,79.4,19.5,-0.0,0.0,15.6,50,7
2021-04-03,30.1_78.5,313.3333333333333,301.26666666666665,20.466666666666665,3,4,5,1,30.1,78.5,23.2,6.5,0.0,12.8,52,13
2021-04-03,30.1_78.6,308.15,296.45,7.800000000000001,3,4,5,0,30.1,78.6,24.6,7.9,0.0,12.8,52,13
2021-04-03,30.1_78.9,316.5,302.9,10.1,3,4,5,0,30.1,78.9,23.0,10.1,0.0,13.6,34,13
2021-04-03,30.1_79.3,316.5,299.8,14.5,3,4,5,0,30.1,79.3,16.1,2.6,0.0,11.8,62,10
2021-04-03,30.1_79.4,322.76666666666665,296.6666666666667,22.433333333333334,3,4,5,0,30.1,79.4,23.2,8.1,0.0,10.6,49,7
2021-04-03,30.2_78.5,320.8,306.6,16.4,3,4,5,0,30.2,78.5,17.7,-1.2,0.0,11.7,60,15
2021-04-03,30.2_78.6,317.5,306.3,9.1,3,4,5,1,30.2,78.6,22.9,6.3,0.0,13.3,50,14
2021-04-03,30.2_78.7,318.0,306.0,9.0,3,4,5,0,30.2,78.7,22.4,9.5,0.0,11.4,37,13
2021-04-03,30.2_78.8,320.12857142857143,294.9142857142857,31.542857142857144,3,4,5,1,30.2,78.8,25.5,8.9,0.0,13.3,51,15
2021-04-03,30.2_78.9,312.35,295.85,13.05,3,4,5,1,30.2,78.9,21.5,7.0,0.0,12.0,39,8
2021-04-03,30.2_79.4,312.825,293.55,32.4,3,4,5,1,30.2,79.4,18.0,0.5,0.0,11.5,54,8
2021-04-03,30.3_78.5,318.0,302.3,49.0,3,4,5,0,30.3,78.5,25.3,7.0,0.0,9.9,69,13
2021-04-03,30.3_78.6,319.8,302.4,60.6,3,4,5,0,30.3,78.6,22.3,3.8,0.0,13.1,59,13
2021-04-03,30.4_78.6,317.8,305.7,11.3,3,4,5,0,30.4,78.6,26.5,13.0,0.0,9.8,39,15
2021-04-03,30.4_79.0,310.20000000000005,294.0,19.2,3,4,5,0,30.4,79.0,26.0,6.5,0.0,6.6,58,11
2021-04-04,29.5_79.2,302.7,292.4,4.9,4,4,6,0,29.5,79.2,27.7,13.5,0.0,11.9,46,14
2021-04-04,29.6_79.0,316.4833333333333,296.21666666666664,18.816666666666663,4,4,6,1,29.6,79.0,31.6,15.4,0.0,13.5,52,12
2021-04-04,29.6_79.2,315.55,301.25,18.95,4,4,6,1,29.6,79.2,28.4,14.1,0.0,14.3,43,16
2021-04-04,29.7_79.0,321.05,304.7,13.6,4,4,6,1,29.7,79.0,28.9,16.5,0.0,14.7,45,13
2021-04-04,29.8_78.7,319.6,304.2,12.5,4,4,6,1,29.8,78.7,28.8,10.5,0.0,13.1,55,12
2021-04-04,29.8_78.8,319.45,305.25,20.8,4,4,6,1,29.8,78.8,22.2,7.1,0.0,13.4,42,13
2021-04-04,29.8_79.0,320.43333333333334,301.76666666666665,16.133333333333333,4,4,6,0,29.8,79.0,20.8,13.1,0.0,14.2,58,15
2021-04-04,29.9_78.7,318.1,302.4,11.9,4,4,6,1,29.9,78.7,31.4,11.4,0.0,11.2,52,12
2021-04-04,30.0_78.5,319.2,306.3,20.0,4,4,6,0,30.0,78.5,27.5,11.8,0.0,13.7,51,11
2021-04-04,30.0_78.6,300.3,289.2,4.4,4,4,6,1,30.0,78.6,26.1,11.4,0.0,12.8,45,13
2021-04-04,30.0_78.9,325.9,300.7,51.5,4,4,6,1,30.0,78.9,19.9,3.2,0.0,15.9,42,9
2021-04-04,30.0_79.0,331.6333333333333,300.3,44.05,4,4,6,0,30.0,79.0,23.3,6.6,0.0,15.9,43,10
2021-04-04,30.0_79.3,307.6,285.5,11.0,4,4,6,1,30.0,79.3,25.7,8.1,0.0,14.4,52,12
2021-04-04,30.0_79.4,313.8,300.9,18.7,4,4,6,1,30.0,79.4,22.2,1.8,0.0,11.7,60,12
2021-04-04,30.0_79.5,305.6,285.0,8.9,4,4,6,0,30.0,79.5,22.5,2.2,0.0,11.7,60,12
2021-04-04,30.1_78.6,321.4,305.3,29.4,4,4,6,1,30.1,78.6,26.8,8.8,0.0,10.9,65,15
2021-04-04,30.1_79.4,321.8666666666667,300.1,50.06666666666666,4,4,6,1,30.1,79.4,26.0,9.6,0.0,6.5,47,13
2021-04-04,30.1_79.5,314.7,298.5,24.8,4,4,6,0,30.1,79.5,23.9,7.5,0.0,6.5,47,12
2021-04-04,30.2_78.8,323.15000000000003,301.9166666666667,26.83333333333333,4,4,6,1,30.2,78.8,27.8,11.9,0.0,10.3,49,18
2021-04-04,30.3_78.6,300.1,283.5,6.0,4,4,6,1,30.3,78.6,25.2,6.8,0.1,11.0,61,17
2021-04-04,30.3_79.1,316.8,302.4,12.7,4,4,6,0,30.3,79.1,30.0,10.2,0.0,9.4,54,14
2021-04-04,30.3_79.3,302.55,288.3,6.15,4,4,6,0,30.3,79.3,30.2,12.0,0.0,8.7,52,10
2021-04-05,29.5_79.5,370.6,305.1,357.9,5,4,0,0,29.5,79.5,29.5,19.4,0.0,13.4,60,18
2021-04-05,29.6_79.0,315.1666666666667,299.6,18.5,5,4,0,1,29.6,79.0,34.4,21.8,0.0,22.0,33,16
2021-04-05,29.6_79.2,317.5,298.5,22.3,5,4,0,1,29.6,79.2,30.9,20.5,0.0,19.0,33,19
2021-04-05,29.6_79.3,313.54999999999995,298.7,18.75,5,4,0,0,29.6,79.3,26.8,13.6,0.0,15.7,45,18
2021-04-05,29.7_78.8,300.9,285.9,4.5,5,4,0,0,29.7,78.8,33.8,18.5,0.0,25.2,43,16
2021-04-05,29.8_79.1,302.6,280.4,7.6,5,4,0,0,29.8,79.1,25.2,15.1,0.1,17.6,49,21
2021-04-05,30.0_78.5,313.9,298.2,13.4,5,4,0,1,30.0,78.5,28.7,17.1,0.1,15.4,46,18
2021-04-05,30.0_79.4,306.3,284.6,9.5,5,4,0,1,30.0,79.4,23.9,8.4,0.6,14.8,73,19
2021-04-05,30.2_78.7,322.0,286.15,22.7,5,4,0,0,30.2,78.7,25.0,12.6,0.3,11.2,65,28
2021-04-05,30.3_79.0,314.5,296.6,24.1,5,4,0,0,30.3,79.0,29.3,17.2,0.5,10.9,65,26
2021-04-07,29.6_79.3,301.85,286.9,6.699999999999999,7,4,2,0,29.6,79.3,22.4,13.1,2.7,15.1,75,28
2021-04-07,29.7_78.8,311.7,294.3,9.0,7,4,2,0,29.7,78.8,30.8,19.8,0.0,23.5,52,18
2021-04-08,29.6_79.1,323.6,307.3,8.4,8,4,3,0,29.6,79.1,30.4,18.1,0.0,16.4,41,18
2021-04-08,29.6_79.2,325.1,307.04999999999995,11.6,8,4,3,0,29.6,79.2,28.7,18.2,0.0,17.7,47,22
2021-04-08,29.7_78.8,320.6,304.55,8.4,8,4,3,1,29.7,78.8,31.7,15.9,0.0,15.2,55,16
2021-04-08,29.7_79.3,337.25,310.7,26.25,8,4,3,0,29.7,79.3,29.6,13.0,0.0,14.3,69,22
