acq_date,grid_id,brightness,bright_t31,frp,day,month,dayofweek,target,lat_grid,lon_grid,temperature_max,temperature_min,precipitation_sum,windspeed_max,humidity_max,humidity_min
2021-04-08,30.0_78.6,322.7,309.2,7.9,8,4,3,0,30.0,78.6,25.9,11.7,0.0,9.1,71,23
2021-04-08,30.0_78.8,320.9,307.9,6.0,8,4,3,0,30.0,78.8,28.3,12.7,0.0,10.3,69,21
2021-04-08,30.0_78.9,325.8,304.4,14.0,8,4,3,0,30.0,78.9,18.5,7.3,0.1,15.0,61,25
2021-04-08,30.3_78.7,326.0,310.4,11.0,8,4,3,0,30.3,78.7,26.7,11.1,0.4,8.9,78,24
2021-04-09,29.7_78.6,323.3,307.8,11.8,9,4,4,0,29.7,78.6,31.8,16.4,0.0,15.2,47,9
2021-04-09,29.7_78.8,302.8,292.5,10.5,9,4,4,1,29.7,78.8,32.1,16.1,0.0,13.9,48,9
2021-04-09,30.1_78.6,328.9,306.4,16.6,9,4,4,0,30.1,78.6,27.5,10.6,0.0,10.3,77,15
2021-04-09,30.2_78.5,319.3,286.8,25.200000000000003,9,4,4,0,30.2,78.5,20.7,3.8,0.0,8.4,76,13
2021-04-09,30.3_79.0,321.2,305.3,9.2,9,4,4,0,30.3,79.0,29.0,14.5,0.5,6.8,53,16
2021-04-10,29.5_79.4,323.0,306.3,12.133333333333333,10,4,5,0,29.5,79.4,22.6,7.7,0.0,8.2,48,15
2021-04-10,29.6_78.5,335.8,314.5,23.2,10,4,5,0,29.6,78.5,34.5,14.9,0.0,14.6,39,10
2021-04-10,29.6_78.9,328.8666666666667,305.06666666666666,22.0,10,4,5,0,29.6,78.9,33.5,16.3,0.0,13.4,51,10
2021-04-10,29.6_79.2,322.4,307.5,9.7,10,4,5,0,29.6,79.2,29.9,16.2,0.0,14.0,29,14
2021-04-10,29.7_78.8,314.3666666666667,297.25,18.866666666666667,10,4,5,1,29.7,78.8,32.9,15.6,0.0,13.8,32,9
2021-04-10,29.7_78.9,312.20000000000005,298.4,11.3,10,4,5,0,29.7,78.9,31.3,16.2,0.0,14.3,30,9
2021-04-10,29.7_79.0,322.5,304.2,12.0,10,4,5,0,29.7,79.0,30.2,18.7,0.0,15.3,25,11
2021-04-10,29.7_79.4,322.8,309.9,8.2,10,4,5,0,29.7,79.4,27.5,11.3,0.0,14.1,44,14
2021-04-10,29.8_78.9,319.0,305.2,8.466666666666667,10,4,5,0,29.8,78.9,29.9,15.6,0.0,14.3,32,9
2021-04-10,29.8_79.3,319.3,307.5,7.4,10,4,5,0,29.8,79.3,27.6,9.9,0.0,12.5,53,13
2021-04-10,30.0_78.6,322.6,305.56666666666666,12.9,10,4,5,0,30.0,78.6,26.8,14.2,0.0,12.1,38,14
2021-04-10,30.0_79.4,317.5,304.5,8.75,10,4,5,0,30.0,79.4,21.7,3.2,0.1,7.0,59,14
2021-04-10,30.2_78.6,324.4,313.3,9.2,10,4,5,0,30.2,78.6,26.5,11.4,0.0,10.7,51,17
2021-04-10,30.2_78.9,327.9,308.8,18.0,10,4,5,0,30.2,78.9,24.6,10.6,0.0,10.5,46,15
2021-04-10,30.2_79.0,317.1,300.75,7.95,10,4,5,0,30.2,79.0,24.1,10.1,0.0,10.5,46,15
2021-04-10,30.2_79.2,324.15,306.79999999999995,13.55,10,4,5,0,30.2,79.2,24.0,10.9,0.0,6.8,60,17
2021-04-10,30.3_78.8,322.5,304.3,12.3,10,4,5,0,30.3,78.8,24.5,11.0,0.0,9.0,49,13
2021-04-10,30.3_79.3,319.4,307.0,9.2,10,4,5,0,30.3,79.3,30.5,12.2,0.0,7.3,56,11
2021-04-10,30.4_78.5,335.1,308.0,29.8,10,4,5,0,30.4,78.5,28.6,13.9,0.0,6.4,47,13
2021-04-11,29.5_79.2,310.1,294.85,9.35,11,4,6,0,29.5,79.2,29.2,18.5,0.0,12.2,41,11
2021-04-11,29.6_78.9,324.4428571428571,303.3142857142857,28.014285714285712,11,4,6,1,29.6,78.9,34.3,18.9,0.0,14.8,40,9
2021-04-11,29.6_79.0,324.2,304.5,14.3,11,4,6,0,29.6,79.0,33.8,19.9,0.0,15.6,30,9
2021-04-11,29.7_78.8,319.475,302.775,11.775,11,4,6,1,29.7,78.8,33.3,16.7,0.0,16.4,31,9
2021-04-11,29.7_78.9,319.8,305.0,33.4,11,4,6,1,29.7,78.9,31.8,17.8,0.0,15.0,29,9
2021-04-11,29.7_79.0,325.9,309.9,14.4,11,4,6,1,29.7,79.0,30.6,20.1,0.0,15.7,26,11
2021-04-11,29.8_78.6,315.8666666666666,302.5,8.533333333333333,11,4,6,0,29.8,78.6,32.6,18.5,0.0,18.3,30,10
2021-04-11,29.8_79.0,300.3,288.0,5.3,11,4,6,0,29.8,79.0,21.6,9.3,0.0,12.8,52,13
2021-04-11,29.8_79.4,313.0,295.6,13.95,11,4,6,0,29.8,79.4,25.3,10.2,0.0,15.9,46,13
2021-04-11,29.9_78.5,327.8,314.3,14.8,11,4,6,0,29.9,78.5,28.4,14.6,0.0,15.5,40,12
2021-04-11,29.9_79.1,322.6,306.54999999999995,9.4,11,4,6,0,29.9,79.1,24.5,9.4,0.0,7.9,49,12
2021-04-11,29.9_79.3,320.5,305.7,10.2,11,4,6,0,29.9,79.3,28.9,10.1,0.0,13.7,56,12
2021-04-11,30.0_78.9,302.2,287.4,6.8,11,4,6,0,30.0,78.9,19.8,6.6,0.0,12.4,48,12
2021-04-11,30.1_78.5,321.125,305.15,17.2,11,4,6,0,30.1,78.5,27.2,10.2,0.0,10.2,58,12
2021-04-11,30.1_78.6,320.7,308.2,28.1,11,4,6,0,30.1,78.6,28.6,11.6,0.0,10.2,59,13
2021-04-11,30.1_78.8,321.8,305.6,10.9,11,4,6,0,30.1,78.8,26.0,16.6,0.0,9.7,45,11
2021-04-11,30.1_79.2,317.0,294.4,13.5,11,4,6,0,30.1,79.2,18.4,8.5,0.6,5.6,58,20
2021-04-11,30.2_79.0,300.7,286.1,6.6,11,4,6,1,30.2,79.0,24.3,10.5,0.0,10.0,46,10
2021-04-11,30.3_79.2,323.6,303.8,59.6,11,4,6,0,30.3,79.2,27.3,9.6,0.0,7.9,55,8
2021-04-11,30.3_79.3,321.4,306.4,12.5,11,4,6,1,30.3,79.3,31.0,13.2,0.0,7.9,56,9
2021-04-11,30.4_79.2,319.5,306.79999999999995,9.85,11,4,6,0,30.4,79.2,25.3,8.0,0.0,8.2,48,10
2021-04-12,29.5_79.2,306.85,294.4,7.25,12,4,0,1,29.5,79.2,28.8,19.2,0.1,14.4,50,17
2021-04-12,29.6_78.5,324.04999999999995,308.20000000000005,19.05,12,4,0,0,29.6,78.5,35.8,16.8,0.0,23.0,43,13
2021-04-12,29.6_78.9,303.6,293.5,5.4,12,4,0,1,29.6,78.9,34.6,18.7,0.0,16.4,46,13
2021-04-12,29.8_78.6,303.0,292.9,5.1,12,4,0,1,29.8,78.6,32.8,18.7,0.0,18.7,34,14
2021-04-12,29.8_78.8,311.1166666666667,294.85,10.466666666666669,12,4,0,0,29.8,78.8,23.1,12.6,0.0,18.8,51,16
2021-04-12,29.8_79.0,321.9,294.1,42.75,12,4,0,1,29.8,79.0,21.2,10.9,0.8,17.9,41,15
2021-04-12,29.8_79.4,315.5,299.7,10.2,12,4,0,1,29.8,79.4,25.0,11.6,0.0,20.0,45,17
2021-04-13,29.5_79.2,306.7,293.3,6.9,13,4,1,1,29.5,79.2,29.7,19.2,0.0,13.3,47,17
2021-04-13,29.5_79.5,328.5,309.2,24.0,13,4,1,0,29.5,79.5,29.9,23.1,0.0,11.7,45,17
2021-04-13,29.6_78.9,319.25,304.29999999999995,16.45,13,4,1,1,29.6,78.9,34.8,20.2,0.0,18.4,43,13
2021-04-13,29.7_78.7,336.2,300.6,58.8,13,4,1,0,29.7,78.7,31.4,18.5,0.0,18.2,34,15
2021-04-13,29.7_78.8,324.0,297.5,27.6,13,4,1,0,29.7,78.8,33.2,18.2,0.0,19.1,42,15
2021-04-13,29.7_79.0,331.1,303.35,47.05,13,4,1,0,29.7,79.0,31.0,21.4,0.0,19.7,31,17
2021-04-13,29.8_78.6,323.26666666666665,307.3333333333333,22.933333333333334,13,4,1,1,29.8,78.6,32.4,20.8,0.0,18.7,32,16
2021-04-13,29.8_79.0,300.3,288.0,5.8,13,4,1,1,29.8,79.0,22.9,9.9,0.0,16.6,58,16
2021-04-13,29.8_79.1,320.7,303.2,19.4,13,4,1,0,29.8,79.1,25.9,12.9,0.0,16.6,59,17
2021-04-13,29.8_79.5,319.9,305.4,13.3,13,4,1,0,29.8,79.5,26.2,11.2,0.0,19.8,51,17
2021-04-13,30.0_79.4,322.2,295.3,30.6,13,4,1,0,30.0,79.4,23.7,4.5,0.0,11.1,71,15
2021-04-13,30.3_79.3,316.8,303.0,12.6,13,4,1,0,30.3,79.3,31.8,15.4,0.0,8.5,54,11
2021-04-13,30.4_79.4,320.3,301.2,22.4,13,4,1,0,30.4,79.4,28.8,12.7,0.0,8.9,57,13
2021-04-14,29.5_79.4,326.5,304.6,52.0,14,4,2,0,29.5,79.4,25.3,10.2,0.2,13.0,50,13
2021-04-14,29.6_79.3,317.4,300.0,24.1,14,4,2,0,29.6,79.3,29.2,14.1,0.0,16.1,52,10
2021-04-14,29.7_79.0,320.0,306.4,15.4,14,4,2,1,29.7,79.0,33.3,21.4,0.0,23.8,45,10
2021-04-14,29.8_78.6,320.0,305.0,13.6,14,4,2,1,29.8,78.6,35.3,18.6,0.0,22.5,39,12
2021-04-14,29.8_79.0,335.62,302.22,73.64,14,4,2,1,29.8,79.0,23.9,13.1,0.0,19.0,52,12
2021-04-14,30.0_78.7,323.6,307.0,40.5,14,4,2,0,30.0,78.7,32.3,19.6,0.0,14.8,42,13
2021-04-14,30.1_78.9,317.6,304.3,11.7,14,4,2,0,30.1,78.9,28.0,16.2,0.0,14.4,43,17
2021-04-14,30.2_79.4,308.9,295.0,10.8,14,4,2,0,30.2,79.4,22.3,11.4,0.0,11.6,47,14
2021-04-14,30.3_79.4,315.5,299.2,22.3,14,4,2,0,30.3,79.4,24.3,7.0,0.0,10.1,50,15
2021-04-14,30.4_79.3,323.2,294.9,52.9,14,4,2,0,30.4,79.3,28.6,16.7,0.0,8.8,49,16
2021-04-15,29.7_79.2,319.3,298.8,8.7,15,4,3,0,29.7,79.2,30.3,12.4,0.0,10.7,54,13
2021-04-15,29.8_78.6,319.0,292.8,11.1,15,4,3,1,29.8,78.6,33.8,20.9,0.0,17.8,29,14
2021-04-15,29.8_79.0,315.6,288.8,9.9,15,4,3,1,29.8,79.0,23.1,11.9,0.1,12.1,40,14
2021-04-15,29.8_79.1,315.9,289.7,9.0,15,4,3,0,29.8,79.1,26.1,14.9,0.1,12.1,41,15
2021-04-15,30.0_78.7,305.6,288.1,16.1,15,4,3,1,30.0,78.7,31.9,18.2,0.0,11.9,54,15
2021-04-15,30.1_78.7,304.65,287.85,16.35,15,4,3,0,30.1,78.7,27.7,17.4,0.0,10.7,46,16
2021-04-15,30.1_78.8,327.8,290.8,23.8,15,4,3,0,30.1,78.8,27.7,17.4,0.0,10.7,46,16
2021-04-15,30.1_78.9,324.1,297.3,15.5,15,4,3,1,30.1,78.9,28.3,15.6,0.0,9.6,48,19
2021-04-15,30.2_78.8,320.5,294.0,13.7,15,4,3,0,30.2,78.8,31.1,15.8,0.0,11.2,65,19
2021-04-16,29.6_79.5,321.6,307.6,8.9,16,4,4,0,29.6,79.5,29.0,16.0,0.0,14.8,44,14
2021-04-16,29.7_79.0,319.35,298.9,66.3,16,4,4,0,29.7,79.0,32.2,21.6,0.0,18.9,46,14
2021-04-16,29.7_79.2,317.4,305.3,8.0,16,4,4,1,29.7,79.2,30.2,12.8,0.0,13.6,57,15
2021-04-16,29.8_79.1,321.5333333333333,303.53333333333336,11.3,16,4,4,1,29.8,79.1,26.2,15.2,0.3,14.7,48,18
2021-04-16,29.9_78.9,320.7,303.4,9.0,16,4,4,0,29.9,78.9,30.5,14.8,0.0,11.5,50,14
2021-04-16,29.9_79.4,319.2,303.9,12.7,16,4,4,0,29.9,79.4,29.9,13.0,0.0,12.1,60,17
2021-04-16,30.0_79.3,318.1,300.3,11.9,16,4,4,0,30.0,79.3,26.5,11.8,0.0,11.6,55,18
2021-04-16,30.4_78.8,332.3,299.0,29.2,16,4,4,0,30.4,78.8,20.0,8.0,1.1,11.2,61,20
2021-04-17,29.6_79.2,321.0,302.0,8.1,17,4,5,0,29.6,79.2,25.5,18.4,2.4,26.7,65,37
2021-04-17,29.7_79.1,325.6,304.7,11.8,17,4,5,0,29.7,79.1,23.5,15.3,5.5,17.1,75,39
2021-04-19,29.9_78.8,327.7333333333333,310.40000000000003,18.633333333333336,19,4,0,0,29.9,78.8,30.7,13.0,0.0,15.6,88,16
2021-04-25,29.6_78.8,316.525,299.075,13.525,25,4,6,0,29.6,78.8,34.0,16.8,0.0,15.4,72,17
2021-04-26,29.6_78.8,320.7,304.1,14.733333333333334,26,4,0,1,29.6,78.8,35.2,18.1,0.0,12.0,57,11
2021-04-26,29.6_79.4,319.2,304.4,7.9,26,4,0,0,29.6,79.4,27.3,13.2,0.0,10.6,65,18
2021-04-26,29.7_79.1,328.4,306.6,16.6,26,4,0,0,29.7,79.1,29.6,13.0,0.0,12.8,61,16
2021-04-27,29.8_79.3,321.7,307.6,7.3,27,4,1,0,29.8,79.3,30.2,12.4,0.0,18.0,60,19
2021-04-29,30.1_78.7,349.8,307.0,105.7,29,4,3,0,30.1,78.7,25.4,18.1,0.3,6.9,63,22
2021-05-16,29.7_78.5,317.75,298.5,14.15,16,5,6,0,29.7,78.5,36.8,21.4,0.0,15.9,61,16
