latitude,longitude,temperature_max,temperature_min,humidity_max,humidity_min,precipitation_sum,windspeed_max,wind_direction,day,month,dayofweek,brightness,bright_t31,frp,fire_prob
29.84,78.33999999999999,30.3,23.8,98,75,7.2,6.1,48,5,9,4,0,0,0,0.1482572
29.84,78.35999999999999,30.6,24.5,95,78,6.8,7.5,45,5,9,4,0,0,0,0.1663329
29.84,78.37999999999998,30.4,23.9,98,74,6.9,6.3,43,5,9,4,0,0,0,0.16857426
29.84,78.39999999999998,30.0,24.6,95,76,9.2,6.5,75,5,9,4,0,0,0,0.085062675
29.84,78.41999999999997,28.2,23.2,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07755577
29.84,78.43999999999997,26.6,21.3,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08831363
29.84,78.45999999999997,28.3,23.3,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07760213
29.84,78.47999999999996,29.9,24.5,95,76,9.2,6.5,75,5,9,4,0,0,0,0.08501216
29.84,78.49999999999996,26.9,21.5,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08861996
29.84,78.51999999999995,26.3,20.9,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08830651
29.84,78.53999999999995,24.3,19.0,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08712078
29.84,78.55999999999995,24.6,19.3,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08727528
29.84,78.57999999999994,27.3,22.9,95,79,10.4,7.7,83,5,9,4,0,0,0,0.054890513
29.84,78.59999999999994,29.9,24.6,95,76,9.2,6.5,75,5,9,4,0,0,0,0.084867775
29.84,78.61999999999993,26.8,20.2,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17444031
29.84,78.63999999999993,29.8,24.4,95,76,9.2,6.5,75,5,9,4,0,0,0,0.08496169
29.84,78.65999999999993,25.9,19.4,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17238691
29.84,78.67999999999992,23.9,17.4,99,77,5.9,6.3,41,5,9,4,0,0,0,0.1683388
29.84,78.69999999999992,26.7,20.2,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17418133
29.84,78.71999999999991,27.3,22.4,94,79,13.7,7.3,90,5,9,4,0,0,0,0.021170886
29.84,78.73999999999991,26.2,19.7,96,75,6.1,7.6,288,5,9,4,0,0,0,0.1992029
29.84,78.7599999999999,25.0,18.5,96,75,6.1,7.6,288,5,9,4,0,0,0,0.19617765
29.84,78.7799999999999,25.7,19.2,96,75,6.1,7.6,288,5,9,4,0,0,0,0.19793837
29.84,78.7999999999999,23.7,17.2,96,75,6.1,7.6,288,5,9,4,0,0,0,0.1935506
29.84,78.8199999999999,24.9,20.5,95,86,8.2,8.0,203,5,9,4,0,0,0,0.08060383
29.84,78.83999999999989,24.4,19.2,96,82,8.3,8.7,230,5,9,4,0,0,0,0.09467923
29.84,78.85999999999989,25.9,20.8,97,82,8.0,7.4,107,5,9,4,0,0,0,0.094859794
29.84,78.87999999999988,26.4,21.3,97,82,8.0,7.4,107,5,9,4,0,0,0,0.09513839
29.84,78.89999999999988,26.9,20.4,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17454046
29.84,78.91999999999987,24.9,20.4,95,86,8.2,8.0,203,5,9,4,0,0,0,0.080741644
29.84,78.93999999999987,24.5,20.0,95,86,8.2,8.0,203,5,9,4,0,0,0,0.0805495
29.84,78.95999999999987,24.0,19.5,95,86,8.2,8.0,203,5,9,4,0,0,0,0.080309786
29.84,78.97999999999986,25.8,22.1,96,84,12.7,7.7,149,5,9,4,0,0,0,0.02136437
29.84,78.99999999999986,26.3,22.5,96,84,12.7,7.7,149,5,9,4,0,0,0,0.021463063
29.86,78.3,31.6,25.2,98,75,10.8,6.3,63,5,9,4,0,0,0,0.052914936
29.86,78.32,30.8,24.4,98,75,7.2,6.1,48,5,9,4,0,0,0,0.14843206
29.86,78.33999999999999,30.8,24.3,98,75,7.2,6.1,48,5,9,4,0,0,0,0.14866705
29.86,78.35999999999999,30.9,24.8,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16685201
29.86,78.37999999999998,30.2,23.7,98,75,7.2,6.1,48,5,9,4,0,0,0,0.1481752
29.86,78.39999999999998,28.2,23.1,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07768869
29.86,78.41999999999997,30.1,24.0,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16547096
29.86,78.43999999999997,26.2,20.9,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08810505
29.86,78.45999999999997,26.5,21.2,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08826126
29.86,78.47999999999996,29.9,24.5,95,76,9.2,6.5,75,5,9,4,0,0,0,0.08501216
29.86,78.49999999999996,27.9,22.9,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07741683
29.86,78.51999999999995,28.3,23.3,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07760213
29.86,78.53999999999995,28.3,23.2,95,82,8.8,7.2,35,5,9,4,0,0,0,0.077735245
29.86,78.55999999999995,25.4,20.0,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08783798
29.86,78.57999999999994,26.3,19.8,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17329605
29.86,78.59999999999994,29.4,24.1,95,76,9.2,6.5,75,5,9,4,0,0,0,0.08461658
29.86,78.61999999999993,28.0,23.6,95,79,10.4,7.7,83,5,9,4,0,0,0,0.055123784
29.86,78.63999999999993,26.6,20.1,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17398022
29.86,78.65999999999993,27.0,20.5,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17471945
29.86,78.67999999999992,24.6,18.0,99,77,5.9,6.3,41,5,9,4,0,0,0,0.1694621
29.86,78.69999999999992,26.1,21.0,97,82,8.0,7.4,107,5,9,4,0,0,0,0.0949713
29.86,78.71999999999991,26.6,20.1,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17398022
29.86,78.73999999999991,25.6,19.1,96,75,6.1,7.6,288,5,9,4,0,0,0,0.19768591
29.86,78.7599999999999,25.8,19.3,96,75,6.1,7.6,288,5,9,4,0,0,0,0.19819075
29.86,78.7799999999999,26.5,21.4,97,82,8.0,7.4,107,5,9,4,0,0,0,0.095194384
29.86,78.7999999999999,26.1,19.6,96,75,6.1,7.6,288,5,9,4,0,0,0,0.19894946
29.86,78.8199999999999,26.2,21.1,97,82,8.0,7.4,107,5,9,4,0,0,0,0.09502694
29.86,78.83999999999989,26.5,21.4,97,82,8.0,7.4,107,5,9,4,0,0,0,0.095194384
29.86,78.85999999999989,28.5,23.6,94,79,13.7,7.3,90,5,9,4,0,0,0,0.021667382
29.86,78.87999999999988,24.2,19.7,95,86,8.2,8.0,203,5,9,4,0,0,0,0.08040549
29.86,78.89999999999988,23.6,19.2,95,86,8.2,8.0,203,5,9,4,0,0,0,0.07998167
29.86,78.91999999999987,24.9,20.5,95,86,8.2,8.0,203,5,9,4,0,0,0,0.08060379
29.86,78.93999999999987,24.1,19.6,95,86,8.2,8.0,203,5,9,4,0,0,0,0.080357686
29.86,78.95999999999987,24.8,20.3,95,86,8.2,8.0,203,5,9,4,0,0,0,0.08069359
29.86,78.97999999999986,25.8,22.0,96,84,12.7,7.7,149,5,9,4,0,0,0,0.02140658
29.86,78.99999999999986,25.1,20.7,95,86,8.2,8.0,203,5,9,4,0,0,0,0.08069996
29.879999999999995,78.3,31.5,25.1,98,75,10.8,6.3,63,5,9,4,0,0,0,0.052882772
29.879999999999995,78.32,30.7,24.3,98,75,7.2,6.1,48,5,9,4,0,0,0,0.14835024
29.879999999999995,78.33999999999999,30.0,23.6,98,74,6.9,6.3,43,5,9,4,0,0,0,0.16795172
29.879999999999995,78.35999999999999,30.7,24.6,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16650578
29.879999999999995,78.37999999999998,29.4,24.0,95,76,9.2,6.5,75,5,9,4,0,0,0,0.084760435
29.879999999999995,78.39999999999998,30.9,24.8,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16685201
29.879999999999995,78.41999999999997,27.8,22.8,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07737044
29.879999999999995,78.43999999999997,26.5,21.2,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08826126
29.879999999999995,78.45999999999997,24.7,19.3,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08747508
29.879999999999995,78.47999999999996,27.5,23.1,95,79,10.4,7.7,83,5,9,4,0,0,0,0.054957125
29.879999999999995,78.49999999999996,25.6,20.2,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08794188
29.879999999999995,78.51999999999995,26.8,21.4,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08856775
29.879999999999995,78.53999999999995,26.7,21.4,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08836565
29.879999999999995,78.55999999999995,24.9,19.5,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08757859
29.879999999999995,78.57999999999994,26.7,20.1,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17421141
29.879999999999995,78.59999999999994,26.6,21.2,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08846311
29.879999999999995,78.61999999999993,27.1,22.7,95,79,10.4,7.7,83,5,9,4,0,0,0,0.054823987
29.879999999999995,78.63999999999993,28.0,23.6,95,79,10.4,7.7,83,5,9,4,0,0,0,0.055123784
29.879999999999995,78.65999999999993,26.3,19.7,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17329875
29.879999999999995,78.67999999999992,24.9,18.3,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17013405
29.879999999999995,78.69999999999992,27.5,22.6,94,79,13.7,7.3,90,5,9,4,0,0,0,0.021252796
29.879999999999995,78.71999999999991,26.7,20.1,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17421141
29.879999999999995,78.73999999999991,26.0,20.9,97,82,8.0,7.4,107,5,9,4,0,0,0,0.094915554
29.879999999999995,78.7599999999999,26.9,21.8,97,82,8.0,7.4,107,5,9,4,0,0,0,0.09541782
29.879999999999995,78.7799999999999,26.6,21.5,97,82,8.0,7.4,107,5,9,4,0,0,0,0.09525015
29.879999999999995,78.7999999999999,26.1,21.0,97,82,8.0,7.4,107,5,9,4,0,0,0,0.0949713
29.879999999999995,78.8199999999999,28.8,23.9,94,79,13.7,7.3,90,5,9,4,0,0,0,0.02179326
29.879999999999995,78.83999999999989,28.8,24.0,94,79,13.7,7.3,90,5,9,4,0,0,0,0.02174908
29.879999999999995,78.85999999999989,26.9,21.8,97,82,8.0,7.4,107,5,9,4,0,0,0,0.09541782
29.879999999999995,78.87999999999988,25.1,20.6,95,86,8.2,8.0,203,5,9,4,0,0,0,0.08083789
29.879999999999995,78.89999999999988,23.5,19.0,95,86,8.2,8.0,203,5,9,4,0,0,0,0.0800707
29.879999999999995,78.91999999999987,25.9,20.8,97,82,8.0,7.4,107,5,9,4,0,0,0,0.094859794
29.879999999999995,78.93999999999987,23.6,19.2,95,86,8.2,8.0,203,5,9,4,0,0,0,0.0799817
29.879999999999995,78.95999999999987,24.7,20.3,95,86,8.2,8.0,203,5,9,4,0,0,0,0.08050798
29.879999999999995,78.97999999999986,25.1,20.7,95,86,8.2,8.0,203,5,9,4,0,0,0,0.08069996
29.879999999999995,78.99999999999986,24.9,20.5,95,86,8.2,8.0,203,5,9,4,0,0,0,0.08060383
29.899999999999995,78.3,31.4,25.0,98,75,10.8,6.3,63,5,9,4,0,0,0,0.0528506
29.899999999999995,78.32,30.7,24.2,98,75,7.2,6.1,48,5,9,4,0,0,0,0.1485848
29.899999999999995,78.33999999999999,30.4,24.3,95,78,6.8,7.5,45,5,9,4,0,0,0,0.1659877
29.899999999999995,78.35999999999999,30.3,24.2,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16581509
29.899999999999995,78.37999999999998,29.9,23.8,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16512693
29.899999999999995,78.39999999999998,29.6,24.2,95,76,9.2,6.5,75,5,9,4,0,0,0,0.08486097
29.899999999999995,78.41999999999997,30.6,24.5,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16633262
29.899999999999995,78.43999999999997,26.0,20.7,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08800083
29.899999999999995,78.45999999999997,26.5,21.2,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08826126
29.899999999999995,78.47999999999996,26.0,20.7,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08800083
29.899999999999995,78.49999999999996,26.4,21.0,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08835843
29.899999999999995,78.51999999999995,28.0,23.0,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07746317
29.899999999999995,78.53999999999995,25.7,20.3,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08799387
29.899999999999995,78.55999999999995,25.1,19.8,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08753387
29.899999999999995,78.57999999999994,26.8,20.2,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17444031
29.899999999999995,78.59999999999994,26.0,19.4,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17261674
29.899999999999995,78.61999999999993,27.3,22.9,95,79,10.4,7.7,83,5,9,4,0,0,0,0.054890513
29.899999999999995,78.63999999999993,27.1,20.5,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17512815
29.899999999999995,78.65999999999993,26.0,19.5,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17261387
29.899999999999995,78.67999999999992,26.9,20.4,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17454046
29.899999999999995,78.69999999999992,29.0,24.2,94,79,13.7,7.3,90,5,9,4,0,0,0,0.021833256
29.899999999999995,78.71999999999991,27.6,22.8,94,79,13.7,7.3,90,5,9,4,0,0,0,0.02125076
29.899999999999995,78.73999999999991,28.2,23.3,94,79,13.7,7.3,90,5,9,4,0,0,0,0.021542173
29.899999999999995,78.7599999999999,27.1,22.0,97,82,8.0,7.4,107,5,9,4,0,0,0,0.0955297
29.899999999999995,78.7799999999999,26.5,21.4,97,82,8.0,7.4,107,5,9,4,0,0,0,0.095194384
29.899999999999995,78.7999999999999,28.1,23.2,94,79,13.7,7.3,90,5,9,4,0,0,0,0.021500604
29.899999999999995,78.8199999999999,26.4,21.3,97,82,8.0,7.4,107,5,9,4,0,0,0,0.09513839
29.899999999999995,78.83999999999989,28.0,23.1,94,79,13.7,7.3,90,5,9,4,0,0,0,0.021459127
29.899999999999995,78.85999999999989,28.0,23.2,94,79,13.7,7.3,90,5,9,4,0,0,0,0.021415595
29.899999999999995,78.87999999999988,26.1,21.0,97,82,8.0,7.4,107,5,9,4,0,0,0,0.0949713
29.899999999999995,78.89999999999988,27.3,20.8,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17525926
29.899999999999995,78.91999999999987,26.3,21.2,97,82,8.0,7.4,107,5,9,4,0,0,0,0.09508266
29.899999999999995,78.93999999999987,23.8,19.4,95,86,8.2,8.0,203,5,9,4,0,0,0,0.08007722
29.899999999999995,78.95999999999987,21.9,16.4,97,79,6.5,7.9,184,5,9,4,0,0,0,0.15452541
29.899999999999995,78.97999999999986,22.2,16.7,97,79,6.5,7.9,184,5,9,4,0,0,0,0.15479563
29.899999999999995,78.99999999999986,24.8,20.3,95,86,8.2,8.0,203,5,9,4,0,0,0,0.08069359
29.919999999999995,78.3,32.0,25.3,99,72,7.5,5.9,68,5,9,4,0,0,0,0.15010852
29.919999999999995,78.32,29.9,23.5,98,74,6.9,6.3,43,5,9,4,0,0,0,0.1678613
29.919999999999995,78.33999999999999,30.4,24.3,95,78,6.8,7.5,45,5,9,4,0,0,0,0.1659877
29.919999999999995,78.35999999999999,30.5,24.4,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16616024
29.919999999999995,78.37999999999998,26.9,21.8,95,82,8.8,7.2,35,5,9,4,0,0,0,0.077087134
29.919999999999995,78.39999999999998,28.2,23.1,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07768869
29.919999999999995,78.41999999999997,28.4,23.3,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07778167
29.919999999999995,78.43999999999997,29.2,23.9,95,76,9.2,6.5,75,5,9,4,0,0,0,0.08451618
29.919999999999995,78.45999999999997,28.0,23.0,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07746317
29.919999999999995,78.47999999999996,26.7,21.4,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08836565
29.919999999999995,78.49999999999996,26.8,21.5,96,81,8.5,7.6,39,5,9,4,0,0,0,0.088417865
29.919999999999995,78.51999999999995,28.2,23.2,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07755577
29.919999999999995,78.53999999999995,24.2,18.9,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08706915
29.919999999999995,78.55999999999995,24.7,19.4,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08732703
29.919999999999995,78.57999999999994,24.3,17.7,99,77,5.9,6.3,41,5,9,4,0,0,0,0.16893233
29.919999999999995,78.59999999999994,26.7,20.2,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17418133
29.919999999999995,78.61999999999993,23.8,17.2,99,77,5.9,6.3,41,5,9,4,0,0,0,0.16820897
29.919999999999995,78.63999999999993,23.6,17.0,99,77,5.9,6.3,41,5,9,4,0,0,0,0.16792008
29.919999999999995,78.65999999999993,23.7,17.1,99,77,5.9,6.3,41,5,9,4,0,0,0,0.16806425
29.919999999999995,78.67999999999992,27.0,20.5,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17471953
29.919999999999995,78.69999999999992,26.6,21.5,97,82,8.0,7.4,107,5,9,4,0,0,0,0.09525015
29.919999999999995,78.71999999999991,27.7,22.9,94,79,13.7,7.3,90,5,9,4,0,0,0,0.0212918
29.919999999999995,78.73999999999991,27.5,22.7,94,79,13.7,7.3,90,5,9,4,0,0,0,0.021209694
29.919999999999995,78.7599999999999,28.5,23.7,94,79,13.7,7.3,90,5,9,4,0,0,0,0.021623466
29.919999999999995,78.7799999999999,26.8,20.3,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17436062
29.919999999999995,78.7999999999999,26.0,22.2,96,84,12.7,7.7,149,5,9,4,0,0,0,0.021429146
29.919999999999995,78.8199999999999,24.2,19.8,95,86,8.2,8.0,203,5,9,4,0,0,0,0.080268264
29.919999999999995,78.83999999999989,27.4,20.9,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17543975
29.919999999999995,78.85999999999989,26.9,20.4,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17454046
29.919999999999995,78.87999999999988,26.3,21.2,97,82,8.0,7.4,107,5,9,4,0,0,0,0.09508266
29.919999999999995,78.89999999999988,26.5,21.4,97,82,8.0,7.4,107,5,9,4,0,0,0,0.095194384
29.919999999999995,78.91999999999987,23.7,19.3,95,86,8.2,8.0,203,5,9,4,0,0,0,0.080029495
29.919999999999995,78.93999999999987,24.4,20.0,95,86,8.2,8.0,203,5,9,4,0,0,0,0.08036401
29.919999999999995,78.95999999999987,22.1,16.6,97,79,6.5,7.9,184,5,9,4,0,0,0,0.15470545
29.919999999999995,78.97999999999986,23.5,19.0,95,86,8.2,8.0,203,5,9,4,0,0,0,0.0800707
29.919999999999995,78.99999999999986,24.6,20.2,95,86,8.2,8.0,203,5,9,4,0,0,0,0.08045998
29.939999999999998,78.3,29.5,23.2,98,68,9.7,7.4,337,5,9,4,0,0,0,0.10159773
29.939999999999998,78.32,30.5,24.4,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16616024
29.939999999999998,78.33999999999999,28.4,23.3,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07778167
29.939999999999998,78.35999999999999,27.7,22.7,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07732416
29.939999999999998,78.37999999999998,28.3,23.3,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07760213
29.939999999999998,78.39999999999998,27.8,22.7,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07750319
29.939999999999998,78.41999999999997,28.3,23.2,95,82,8.8,7.2,35,5,9,4,0,0,0,0.077735245
29.939999999999998,78.43999999999997,28.5,23.4,95,82,8.8,7.2,35,5,9,4,0,0,0,0.077828184
29.939999999999998,78.45999999999997,27.7,22.7,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07732416
29.939999999999998,78.47999999999996,25.1,19.8,95,83,9.5,7.0,64,5,9,4,0,0,0,0.058905218
29.939999999999998,78.49999999999996,28.4,23.4,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07764858
29.939999999999998,78.51999999999995,27.3,22.0,95,83,9.5,7.0,64,5,9,4,0,0,0,0.05970044
29.939999999999998,78.53999999999995,27.8,22.7,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07750319
29.939999999999998,78.55999999999995,27.3,21.9,95,83,9.5,7.0,64,5,9,4,0,0,0,0.05980479
29.939999999999998,78.57999999999994,26.3,18.6,96,72,4.8,7.0,295,5,9,4,0,0,0,0.22898006
29.939999999999998,78.59999999999994,27.4,19.7,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23208125
29.939999999999998,78.61999999999993,28.0,20.3,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23378497
29.939999999999998,78.63999999999993,27.5,19.8,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23236477
29.939999999999998,78.65999999999993,27.9,22.8,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07754954
29.939999999999998,78.67999999999992,28.1,23.0,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07764226
29.939999999999998,78.69999999999992,30.7,26.3,95,79,10.4,7.7,83,5,9,4,0,0,0,0.05603232
29.939999999999998,78.71999999999991,27.8,23.4,95,79,10.4,7.7,83,5,9,4,0,0,0,0.055057053
29.939999999999998,78.73999999999991,29.7,25.3,95,79,10.4,7.7,83,5,9,4,0,0,0,0.055694185
29.939999999999998,78.7599999999999,28.2,23.8,95,79,10.4,7.7,83,5,9,4,0,0,0,0.055190593
29.939999999999998,78.7799999999999,26.5,19.9,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17375468
29.939999999999998,78.7999999999999,27.0,19.2,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23095359
29.939999999999998,78.8199999999999,24.5,20.0,95,86,8.2,8.0,203,5,9,4,0,0,0,0.0805495
29.939999999999998,78.83999999999989,26.6,21.5,97,82,8.0,7.4,107,5,9,4,0,0,0,0.09525015
29.939999999999998,78.85999999999989,26.6,20.1,96,75,6.1,7.6,288,5,9,4,0,0,0,0.20021915
29.939999999999998,78.87999999999988,27.1,19.4,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23123243
29.939999999999998,78.89999999999988,26.6,21.5,97,82,8.0,7.4,107,5,9,4,0,0,0,0.09525015
29.939999999999998,78.91999999999987,24.5,20.0,95,86,8.2,8.0,203,5,9,4,0,0,0,0.0805495
29.939999999999998,78.93999999999987,23.8,17.7,98,70,7.4,7.9,221,5,9,4,0,0,0,0.17822501
29.939999999999998,78.95999999999987,22.1,16.0,98,70,7.4,7.9,221,5,9,4,0,0,0,0.17778318
29.939999999999998,78.97999999999986,23.1,17.1,98,70,7.4,7.9,221,5,9,4,0,0,0,0.17776123
29.939999999999998,78.99999999999986,24.2,19.0,96,82,8.3,8.7,230,5,9,4,0,0,0,0.09456819
29.959999999999997,78.3,30.4,23.9,98,74,6.9,6.3,43,5,9,4,0,0,0,0.16857426
29.959999999999997,78.32,30.1,24.0,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16547096
29.959999999999997,78.33999999999999,27.9,22.9,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07741683
29.959999999999997,78.35999999999999,29.7,24.3,95,76,9.2,6.5,75,5,9,4,0,0,0,0.08491148
29.959999999999997,78.37999999999998,30.6,24.5,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16633262
29.959999999999997,78.39999999999998,27.3,22.0,95,83,9.5,7.0,64,5,9,4,0,0,0,0.05970044
29.959999999999997,78.41999999999997,28.3,23.2,95,82,8.8,7.2,35,5,9,4,0,0,0,0.077735245
29.959999999999997,78.43999999999997,27.9,22.9,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07741683
29.959999999999997,78.45999999999997,26.4,21.1,95,83,9.5,7.0,64,5,9,4,0,0,0,0.05937388
29.959999999999997,78.47999999999996,26.2,20.9,95,83,9.5,7.0,64,5,9,4,0,0,0,0.059301585
29.959999999999997,78.49999999999996,27.2,22.2,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07709336
29.959999999999997,78.51999999999995,28.4,23.3,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07778172
29.959999999999997,78.53999999999995,28.3,23.2,95,82,8.8,7.2,35,5,9,4,0,0,0,0.077735245
29.959999999999997,78.55999999999995,27.8,22.8,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07737044
29.959999999999997,78.57999999999994,26.4,21.1,96,81,8.5,7.6,39,5,9,4,0,0,0,0.088209085
29.959999999999997,78.59999999999994,28.2,20.4,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23435852
29.959999999999997,78.61999999999993,26.0,20.7,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08800083
29.959999999999997,78.63999999999993,26.5,20.0,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17375174
29.959999999999997,78.65999999999993,29.7,24.3,95,76,9.2,6.5,75,5,9,4,0,0,0,0.08491148
29.959999999999997,78.67999999999992,32.0,26.7,95,76,9.2,6.5,75,5,9,4,0,0,0,0.085930996
29.959999999999997,78.69999999999992,29.9,25.5,95,79,10.4,7.7,83,5,9,4,0,0,0,0.055761635
29.959999999999997,78.71999999999991,28.1,23.7,95,79,10.4,7.7,83,5,9,4,0,0,0,0.05515721
29.959999999999997,78.73999999999991,27.2,20.7,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17507938
29.959999999999997,78.7599999999999,30.3,25.9,95,79,10.4,7.7,83,5,9,4,0,0,0,0.055896837
29.959999999999997,78.7799999999999,27.9,23.5,95,79,10.4,7.7,83,5,9,4,0,0,0,0.055090476
29.959999999999997,78.7999999999999,26.8,21.4,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08856775
29.959999999999997,78.8199999999999,26.6,20.1,96,75,6.1,7.6,288,5,9,4,0,0,0,0.20021915
29.959999999999997,78.83999999999989,27.1,19.3,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23123598
29.959999999999997,78.85999999999989,27.1,19.3,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23123598
29.959999999999997,78.87999999999988,25.0,18.4,96,73,4.4,7.4,232,5,9,4,0,0,0,0.22671251
29.959999999999997,78.89999999999988,25.9,19.4,96,75,6.1,7.6,288,5,9,4,0,0,0,0.1984434
29.959999999999997,78.91999999999987,26.6,21.5,97,82,8.0,7.4,107,5,9,4,0,0,0,0.09525015
29.959999999999997,78.93999999999987,24.8,20.3,95,86,8.2,8.0,203,5,9,4,0,0,0,0.08069359
29.959999999999997,78.95999999999987,24.2,19.0,96,82,8.3,8.7,230,5,9,4,0,0,0,0.09456819
29.959999999999997,78.97999999999986,21.9,15.8,98,70,7.4,7.9,221,5,9,4,0,0,0,0.17773087
29.959999999999997,78.99999999999986,23.9,18.7,96,82,8.3,8.7,230,5,9,4,0,0,0,0.09440166
29.979999999999997,78.3,29.3,23.1,98,68,9.7,7.4,337,5,9,4,0,0,0,0.101310275
29.979999999999997,78.32,29.6,24.3,95,76,9.2,6.5,75,5,9,4,0,0,0,0.084716976
29.979999999999997,78.33999999999999,30.6,24.5,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16633262
29.979999999999997,78.35999999999999,30.7,24.6,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16650578
