latitude,longitude,temperature_max,temperature_min,humidity_max,humidity_min,precipitation_sum,windspeed_max,wind_direction,day,month,dayofweek,brightness,bright_t31,frp,fire_prob
29.979999999999997,78.37999999999998,27.7,22.4,95,83,9.5,7.0,64,5,9,4,0,0,0,0.05984616
29.979999999999997,78.39999999999998,27.4,22.4,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07718564
29.979999999999997,78.41999999999997,28.2,23.2,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07755567
29.979999999999997,78.43999999999997,26.7,21.3,95,83,9.5,7.0,64,5,9,4,0,0,0,0.059586518
29.979999999999997,78.45999999999997,29.5,24.2,95,76,9.2,6.5,75,5,9,4,0,0,0,0.08466678
29.979999999999997,78.47999999999996,29.8,23.7,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16495521
29.979999999999997,78.49999999999996,30.5,24.4,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16616024
29.979999999999997,78.51999999999995,28.3,23.2,95,82,8.8,7.2,35,5,9,4,0,0,0,0.077735245
29.979999999999997,78.53999999999995,25.1,19.8,95,83,9.5,7.0,64,5,9,4,0,0,0,0.058905218
29.979999999999997,78.55999999999995,26.2,20.8,95,83,9.5,7.0,64,5,9,4,0,0,0,0.05940513
29.979999999999997,78.57999999999994,26.9,19.2,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23066795
29.979999999999997,78.59999999999994,28.4,20.7,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23492591
29.979999999999997,78.61999999999993,29.4,24.1,95,76,9.2,6.5,75,5,9,4,0,0,0,0.08461658
29.979999999999997,78.63999999999993,31.9,26.5,95,76,9.2,6.5,75,5,9,4,0,0,0,0.08602595
29.979999999999997,78.65999999999993,30.8,25.4,95,76,9.2,6.5,75,5,9,4,0,0,0,0.08546702
29.979999999999997,78.67999999999992,29.4,24.0,95,76,9.2,6.5,75,5,9,4,0,0,0,0.084760435
29.979999999999997,78.69999999999992,29.1,24.7,95,79,10.4,7.7,83,5,9,4,0,0,0,0.05549227
29.979999999999997,78.71999999999991,27.2,20.6,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17535636
29.979999999999997,78.73999999999991,27.0,20.4,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17489856
29.979999999999997,78.7599999999999,28.5,24.1,95,79,10.4,7.7,83,5,9,4,0,0,0,0.05529101
29.979999999999997,78.7799999999999,29.9,25.5,95,79,10.4,7.7,83,5,9,4,0,0,0,0.055761635
29.979999999999997,78.7999999999999,27.0,20.4,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17489856
29.979999999999997,78.8199999999999,27.2,20.6,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17535636
29.979999999999997,78.83999999999989,26.7,20.2,96,75,6.1,7.6,288,5,9,4,0,0,0,0.20047379
29.979999999999997,78.85999999999989,26.5,20.0,96,75,6.1,7.6,288,5,9,4,0,0,0,0.19996485
29.979999999999997,78.87999999999988,25.8,19.3,96,75,6.1,7.6,288,5,9,4,0,0,0,0.19819075
29.979999999999997,78.89999999999988,23.8,18.6,96,82,8.3,8.7,230,5,9,4,0,0,0,0.094346516
29.979999999999997,78.91999999999987,24.9,20.5,95,86,8.2,8.0,203,5,9,4,0,0,0,0.08060383
29.979999999999997,78.93999999999987,23.5,17.5,98,70,7.4,7.9,221,5,9,4,0,0,0,0.17786542
29.979999999999997,78.95999999999987,21.8,15.7,98,70,7.4,7.9,221,5,9,4,0,0,0,0.17770503
29.979999999999997,78.97999999999986,22.8,16.8,98,70,7.4,7.9,221,5,9,4,0,0,0,0.17768335
29.979999999999997,78.99999999999986,24.9,18.3,99,78,7.5,8.2,197,5,9,4,0,0,0,0.13145557
29.999999999999996,78.3,31.3,24.8,98,74,6.9,6.3,43,5,9,4,0,0,0,0.16939355
29.999999999999996,78.32,30.9,24.5,98,74,6.9,6.3,43,5,9,4,0,0,0,0.16876839
29.999999999999996,78.33999999999999,30.5,24.4,95,78,6.8,7.5,45,5,9,4,0,0,0,0.1661601
29.999999999999996,78.35999999999999,29.6,24.3,95,76,9.2,6.5,75,5,9,4,0,0,0,0.08471709
29.999999999999996,78.37999999999998,28.0,23.0,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07746317
29.999999999999996,78.39999999999998,27.7,22.7,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07732416
29.999999999999996,78.41999999999997,27.7,22.3,95,83,9.5,7.0,64,5,9,4,0,0,0,0.059950788
29.999999999999996,78.43999999999997,28.4,23.4,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07764858
29.999999999999996,78.45999999999997,30.0,23.9,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16529891
29.999999999999996,78.47999999999996,30.0,23.9,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16529891
29.999999999999996,78.49999999999996,27.3,22.2,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07727182
29.999999999999996,78.51999999999995,27.7,22.7,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07732416
29.999999999999996,78.53999999999995,28.0,23.0,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07746317
29.999999999999996,78.55999999999995,25.3,19.9,95,83,9.5,7.0,64,5,9,4,0,0,0,0.059080116
29.999999999999996,78.57999999999994,26.2,18.5,96,72,4.8,7.0,295,5,9,4,0,0,0,0.22869961
29.999999999999996,78.59999999999994,26.3,19.7,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17329875
29.999999999999996,78.61999999999993,30.3,25.0,95,76,9.2,6.5,75,5,9,4,0,0,0,0.085069485
29.999999999999996,78.63999999999993,29.8,24.4,95,76,9.2,6.5,75,5,9,4,0,0,0,0.08496169
29.999999999999996,78.65999999999993,27.9,22.8,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07754954
29.999999999999996,78.67999999999992,28.4,20.6,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23492944
29.999999999999996,78.69999999999992,28.7,24.3,95,79,10.4,7.7,83,5,9,4,0,0,0,0.05535796
29.999999999999996,78.71999999999991,27.4,19.7,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23208125
29.999999999999996,78.73999999999991,27.0,19.2,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23095359
29.999999999999996,78.7599999999999,27.0,19.2,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23095359
29.999999999999996,78.7799999999999,29.1,24.7,95,79,10.4,7.7,83,5,9,4,0,0,0,0.05549227
29.999999999999996,78.7999999999999,27.8,23.4,95,79,10.4,7.7,83,5,9,4,0,0,0,0.055057053
29.999999999999996,78.8199999999999,26.7,21.6,97,82,8.0,7.4,107,5,9,4,0,0,0,0.09530589
29.999999999999996,78.83999999999989,27.0,20.4,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17489856
29.999999999999996,78.85999999999989,26.1,19.6,96,75,6.1,7.6,288,5,9,4,0,0,0,0.19894946
29.999999999999996,78.87999999999988,27.0,19.3,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23094995
29.999999999999996,78.89999999999988,21.3,16.1,96,82,8.3,8.7,230,5,9,4,0,0,0,0.09390897
29.999999999999996,78.91999999999987,23.4,18.2,96,82,8.3,8.7,230,5,9,4,0,0,0,0.094227254
29.999999999999996,78.93999999999987,24.9,19.7,96,82,8.3,8.7,230,5,9,4,0,0,0,0.0949575
29.999999999999996,78.95999999999987,20.7,14.7,98,70,7.4,7.9,221,5,9,4,0,0,0,0.17713855
29.999999999999996,78.97999999999986,24.3,19.1,96,82,8.3,8.7,230,5,9,4,0,0,0,0.09462369
29.999999999999996,78.99999999999986,24.7,19.5,96,82,8.3,8.7,230,5,9,4,0,0,0,0.094845995
30.019999999999992,78.3,30.7,24.2,98,74,6.9,6.3,43,5,9,4,0,0,0,0.1688471
30.019999999999992,78.32,29.7,24.3,95,76,9.2,6.5,75,5,9,4,0,0,0,0.08491148
30.019999999999992,78.33999999999999,29.6,23.6,95,74,6.8,8.0,350,5,9,4,0,0,0,0.19572346
30.019999999999992,78.35999999999999,30.3,24.2,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16581509
30.019999999999992,78.37999999999998,28.1,23.1,95,82,8.8,7.2,35,5,9,4,0,0,0,0.077509485
30.019999999999992,78.39999999999998,27.9,22.9,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07741683
30.019999999999992,78.41999999999997,30.1,24.0,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16547096
30.019999999999992,78.43999999999997,31.1,25.0,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16719848
30.019999999999992,78.45999999999997,29.8,24.5,95,76,9.2,6.5,75,5,9,4,0,0,0,0.084817454
30.019999999999992,78.47999999999996,27.6,22.6,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07727807
30.019999999999992,78.49999999999996,26.6,21.3,95,83,9.5,7.0,64,5,9,4,0,0,0,0.059446365
30.019999999999992,78.51999999999995,25.1,19.8,95,83,9.5,7.0,64,5,9,4,0,0,0,0.058905218
30.019999999999992,78.53999999999995,24.6,19.3,95,83,9.5,7.0,64,5,9,4,0,0,0,0.05872573
30.019999999999992,78.55999999999995,23.6,18.3,95,83,9.5,7.0,64,5,9,4,0,0,0,0.058368508
30.019999999999992,78.57999999999994,28.4,23.4,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07764858
30.019999999999992,78.59999999999994,26.4,21.0,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08835843
30.019999999999992,78.61999999999993,29.8,24.5,95,76,9.2,6.5,75,5,9,4,0,0,0,0.084817454
30.019999999999992,78.63999999999993,30.7,25.4,95,76,9.2,6.5,75,5,9,4,0,0,0,0.0852713
30.019999999999992,78.65999999999993,28.0,22.9,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07759589
30.019999999999992,78.67999999999992,26.2,20.9,96,81,8.5,7.6,39,5,9,4,0,0,0,0.08810505
30.019999999999992,78.69999999999992,26.6,20.0,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17398314
30.019999999999992,78.71999999999991,26.3,19.7,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17329875
30.019999999999992,78.73999999999991,25.5,17.8,96,72,4.8,7.0,295,5,9,4,0,0,0,0.22674276
30.019999999999992,78.7599999999999,26.3,19.8,96,75,6.1,7.6,288,5,9,4,0,0,0,0.19945662
30.05999999999999,78.3,31.0,24.5,98,74,6.9,6.3,43,5,9,4,0,0,0,0.16912027
30.05999999999999,78.32,29.4,23.4,95,74,6.8,8.0,350,5,9,4,0,0,0,0.19551948
30.05999999999999,78.33999999999999,28.4,23.3,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07778167
30.05999999999999,78.35999999999999,29.4,23.4,95,74,6.8,8.0,350,5,9,4,0,0,0,0.19551948
30.05999999999999,78.37999999999998,30.8,24.4,98,74,6.9,6.3,43,5,9,4,0,0,0,0.16867751
30.05999999999999,78.39999999999998,29.8,23.8,95,74,6.8,8.0,350,5,9,4,0,0,0,0.19592778
30.05999999999999,78.41999999999997,29.8,23.8,95,74,6.8,8.0,350,5,9,4,0,0,0,0.19592766
30.05999999999999,78.43999999999997,28.1,23.1,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07750953
30.05999999999999,78.45999999999997,30.1,24.0,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16547096
30.05999999999999,78.47999999999996,30.8,24.4,98,75,7.2,6.1,48,5,9,4,0,0,0,0.14843206
30.05999999999999,78.49999999999996,30.7,24.3,98,75,7.2,6.1,48,5,9,4,0,0,0,0.14835024
30.05999999999999,78.51999999999995,30.2,24.1,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16564293
30.05999999999999,78.53999999999995,28.1,23.1,95,82,8.8,7.2,35,5,9,4,0,0,0,0.077509485
30.05999999999999,78.55999999999995,31.1,25.0,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16719848
30.05999999999999,78.57999999999994,32.8,27.4,95,76,9.2,6.5,75,5,9,4,0,0,0,0.08648557
30.05999999999999,78.59999999999994,31.6,26.3,95,76,9.2,6.5,75,5,9,4,0,0,0,0.0857275
30.05999999999999,78.61999999999993,30.6,25.2,95,76,9.2,6.5,75,5,9,4,0,0,0,0.085365675
30.05999999999999,78.63999999999993,27.7,23.3,95,79,10.4,7.7,83,5,9,4,0,0,0,0.05502373
30.05999999999999,78.65999999999993,25.8,18.0,96,72,4.8,7.0,295,5,9,4,0,0,0,0.22758335
30.05999999999999,78.67999999999992,25.7,17.9,96,72,4.8,7.0,295,5,9,4,0,0,0,0.22730416
30.05999999999999,78.69999999999992,27.1,19.4,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23123243
30.05999999999999,78.71999999999991,24.4,16.6,96,72,4.8,7.0,295,5,9,4,0,0,0,0.22417876
30.05999999999999,78.73999999999991,25.2,18.7,99,78,7.5,8.2,197,5,9,4,0,0,0,0.13142096
30.05999999999999,78.7599999999999,26.3,21.2,97,82,8.0,7.4,107,5,9,4,0,0,0,0.09508266
30.05999999999999,78.7799999999999,26.4,19.8,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17352656
30.05999999999999,78.7999999999999,26.6,18.9,96,72,4.8,7.0,295,5,9,4,0,0,0,0.22982286
30.05999999999999,78.8199999999999,25.9,19.4,96,75,6.1,7.6,288,5,9,4,0,0,0,0.1984434
30.05999999999999,78.83999999999989,26.7,21.6,97,82,8.0,7.4,107,5,9,4,0,0,0,0.09530589
30.05999999999999,78.85999999999989,26.8,21.7,97,82,8.0,7.4,107,5,9,4,0,0,0,0.09536178
30.05999999999999,78.87999999999988,26.3,19.8,96,75,6.1,7.6,288,5,9,4,0,0,0,0.19945662
30.05999999999999,78.89999999999988,26.5,21.4,97,82,8.0,7.4,107,5,9,4,0,0,0,0.095194384
30.05999999999999,78.91999999999987,24.2,19.8,95,86,8.2,8.0,203,5,9,4,0,0,0,0.080268264
30.05999999999999,78.93999999999987,25.2,20.7,95,86,8.2,8.0,203,5,9,4,0,0,0,0.08088599
30.05999999999999,78.95999999999987,24.5,19.3,96,82,8.3,8.7,230,5,9,4,0,0,0,0.09473479
30.05999999999999,78.97999999999986,22.3,16.3,98,70,7.4,7.9,221,5,9,4,0,0,0,0.17755346
30.05999999999999,78.99999999999986,23.7,18.5,96,82,8.3,8.7,230,5,9,4,0,0,0,0.09429113
30.07999999999999,78.3,30.7,24.7,95,74,6.8,8.0,350,5,9,4,0,0,0,0.19684799
30.07999999999999,78.32,29.4,23.4,95,74,6.8,8.0,350,5,9,4,0,0,0,0.19551948
30.07999999999999,78.33999999999999,28.5,23.4,95,82,8.8,7.2,35,5,9,4,0,0,0,0.0778282
30.07999999999999,78.35999999999999,30.3,24.2,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16581532
30.07999999999999,78.37999999999998,30.9,24.5,98,74,6.9,6.3,43,5,9,4,0,0,0,0.16876839
30.07999999999999,78.39999999999998,27.5,22.2,95,83,9.5,7.0,64,5,9,4,0,0,0,0.05977327
30.07999999999999,78.41999999999997,28.0,22.9,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07759589
30.07999999999999,78.43999999999997,31.7,25.6,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16795437
30.07999999999999,78.45999999999997,30.1,24.1,95,74,6.8,8.0,350,5,9,4,0,0,0,0.19623412
30.07999999999999,78.47999999999996,29.7,23.7,95,74,6.8,8.0,350,5,9,4,0,0,0,0.1958256
30.07999999999999,78.49999999999996,30.4,24.4,95,74,6.8,8.0,350,5,9,4,0,0,0,0.19654116
30.07999999999999,78.51999999999995,30.2,24.2,95,74,6.8,8.0,350,5,9,4,0,0,0,0.1963362
30.07999999999999,78.53999999999995,30.9,24.8,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16685201
30.07999999999999,78.55999999999995,28.1,23.1,95,82,8.8,7.2,35,5,9,4,0,0,0,0.077509485
30.07999999999999,78.57999999999994,29.7,24.6,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07838815
30.07999999999999,78.59999999999994,29.6,24.5,95,82,8.8,7.2,35,5,9,4,0,0,0,0.078341305
30.07999999999999,78.61999999999993,26.5,18.9,98,72,3.0,10.1,241,5,9,4,0,0,0,0.24206533
30.07999999999999,78.63999999999993,26.5,18.9,98,72,3.0,10.1,241,5,9,4,0,0,0,0.24206533
30.07999999999999,78.65999999999993,26.4,18.7,98,72,3.0,10.1,241,5,9,4,0,0,0,0.24182193
30.07999999999999,78.67999999999992,27.9,20.1,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23350398
30.07999999999999,78.69999999999992,26.7,18.9,96,72,4.8,7.0,295,5,9,4,0,0,0,0.2301079
30.07999999999999,78.71999999999991,24.5,16.7,96,72,4.8,7.0,295,5,9,4,0,0,0,0.22435863
30.07999999999999,78.73999999999991,26.3,18.5,96,72,4.8,7.0,295,5,9,4,0,0,0,0.22898379
30.07999999999999,78.7599999999999,27.4,19.6,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23208481
30.07999999999999,78.7799999999999,28.4,20.6,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23492944
30.07999999999999,78.7999999999999,27.4,19.6,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23208481
30.07999999999999,78.8199999999999,26.8,19.1,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23038578
30.07999999999999,78.83999999999989,26.1,19.5,96,73,4.4,7.4,232,5,9,4,0,0,0,0.22970444
30.07999999999999,78.85999999999989,25.0,18.5,99,78,7.5,8.2,197,5,9,4,0,0,0,0.13127297
30.07999999999999,78.87999999999988,28.5,21.9,99,77,5.9,6.3,41,5,9,4,0,0,0,0.1777115
30.07999999999999,78.89999999999988,25.5,18.9,99,78,7.5,8.2,197,5,9,4,0,0,0,0.1318553
30.07999999999999,78.91999999999987,25.2,18.6,96,73,4.4,7.4,232,5,9,4,0,0,0,0.2271831
30.07999999999999,78.93999999999987,25.4,18.8,96,73,4.4,7.4,232,5,9,4,0,0,0,0.22774188
30.07999999999999,78.95999999999987,28.1,19.0,95,66,2.6,8.2,251,5,9,4,0,0,0,0.28543317
30.07999999999999,78.97999999999986,25.4,18.8,96,73,4.4,7.4,232,5,9,4,0,0,0,0.22774181
30.07999999999999,78.99999999999986,22.9,16.8,98,70,7.4,7.9,221,5,9,4,0,0,0,0.177991
30.09999999999999,78.3,32.0,25.3,97,67,8.2,8.1,43,5,9,4,0,0,0,0.17257662
30.09999999999999,78.32,29.5,23.5,95,74,6.8,8.0,350,5,9,4,0,0,0,0.19562134
30.09999999999999,78.33999999999999,24.3,19.6,98,75,6.6,8.9,247,5,9,4,0,0,0,0.18686913
30.09999999999999,78.35999999999999,28.4,23.3,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07778167
30.09999999999999,78.37999999999998,29.9,23.9,95,74,6.8,8.0,350,5,9,4,0,0,0,0.19602981
30.09999999999999,78.39999999999998,28.3,23.3,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07760213
30.09999999999999,78.41999999999997,30.3,24.3,95,74,6.8,8.0,350,5,9,4,0,0,0,0.19643888
30.09999999999999,78.43999999999997,31.8,25.7,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16804512
30.09999999999999,78.45999999999997,27.7,22.4,95,83,9.5,7.0,64,5,9,4,0,0,0,0.05984616
30.09999999999999,78.47999999999996,30.2,24.2,95,74,6.8,8.0,350,5,9,4,0,0,0,0.1963362
30.09999999999999,78.49999999999996,26.7,19.0,98,72,3.0,10.1,241,5,9,4,0,0,0,0.2425596
30.09999999999999,78.51999999999995,27.3,22.0,95,83,9.5,7.0,64,5,9,4,0,0,0,0.05970044
30.09999999999999,78.53999999999995,24.9,20.2,98,75,6.6,8.9,247,5,9,4,0,0,0,0.18749826
30.09999999999999,78.55999999999995,25.8,19.5,98,81,9.8,8.3,323,5,9,4,0,0,0,0.06118297
30.09999999999999,78.57999999999994,31.9,26.8,95,82,8.8,7.2,35,5,9,4,0,0,0,0.0794245
30.09999999999999,78.59999999999994,25.9,19.5,98,81,9.8,8.3,323,5,9,4,0,0,0,0.061326917
30.09999999999999,78.61999999999993,26.6,20.2,98,81,9.8,8.3,323,5,9,4,0,0,0,0.061588645
30.09999999999999,78.63999999999993,25.6,19.3,98,81,9.8,8.3,323,5,9,4,0,0,0,0.06110847
30.09999999999999,78.65999999999993,26.2,19.8,98,81,9.8,8.3,323,5,9,4,0,0,0,0.061438985
30.09999999999999,78.67999999999992,25.6,19.2,98,81,9.8,8.3,323,5,9,4,0,0,0,0.061215106
30.09999999999999,78.69999999999992,28.1,20.3,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23407371
30.09999999999999,78.71999999999991,27.4,19.6,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23208481
30.09999999999999,78.73999999999991,25.5,17.8,96,72,4.8,7.0,295,5,9,4,0,0,0,0.22674276
30.09999999999999,78.7599999999999,27.1,19.3,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23123598
30.09999999999999,78.7799999999999,27.2,19.5,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23151532
30.09999999999999,78.7999999999999,28.1,20.3,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23407371
30.09999999999999,78.8199999999999,25.5,18.9,96,73,4.4,7.4,232,5,9,4,0,0,0,0.22802152
30.09999999999999,78.83999999999989,25.8,19.2,96,73,4.4,7.4,232,5,9,4,0,0,0,0.22886181
30.09999999999999,78.85999999999989,27.6,18.8,96,66,3.2,7.8,242,5,9,4,0,0,0,0.28786412
30.09999999999999,78.87999999999988,27.9,21.4,99,77,5.9,6.3,41,5,9,4,0,0,0,0.1763428
30.09999999999999,78.89999999999988,27.8,19.0,96,66,3.2,7.8,242,5,9,4,0,0,0,0.2886958
30.09999999999999,78.91999999999987,25.6,19.0,99,78,7.5,8.2,197,5,9,4,0,0,0,0.13192952
30.09999999999999,78.93999999999987,27.9,19.0,96,66,3.2,7.8,242,5,9,4,0,0,0,0.28909412
30.09999999999999,78.95999999999987,25.0,18.4,96,73,4.4,7.4,232,5,9,4,0,0,0,0.22671251
30.09999999999999,78.97999999999986,22.2,16.2,98,70,7.4,7.9,221,5,9,4,0,0,0,0.17752741
30.09999999999999,78.99999999999986,24.0,17.9,98,70,7.4,7.9,221,5,9,4,0,0,0,0.17827709
30.11999999999999,78.3,30.8,24.8,95,74,6.8,8.0,350,5,9,4,0,0,0,0.19695061
30.11999999999999,78.32,31.5,25.0,98,74,6.9,6.3,43,5,9,4,0,0,0,0.1695759
30.11999999999999,78.33999999999999,30.0,24.0,95,74,6.8,8.0,350,5,9,4,0,0,0,0.19613202
30.11999999999999,78.35999999999999,30.2,24.2,95,74,6.8,8.0,350,5,9,4,0,0,0,0.1963362
30.11999999999999,78.37999999999998,31.6,25.1,98,74,6.9,6.3,43,5,9,4,0,0,0,0.16966733
30.11999999999999,78.39999999999998,30.6,24.6,95,74,6.8,8.0,350,5,9,4,0,0,0,0.19674551
30.11999999999999,78.41999999999997,30.9,24.4,98,74,6.9,6.3,43,5,9,4,0,0,0,0.16902916
30.11999999999999,78.43999999999997,31.2,25.1,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16737214
30.11999999999999,78.45999999999997,29.8,23.7,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16495521
30.11999999999999,78.47999999999996,28.5,23.4,95,82,8.8,7.2,35,5,9,4,0,0,0,0.077828184
30.11999999999999,78.49999999999996,25.9,19.5,98,81,9.8,8.3,323,5,9,4,0,0,0,0.061326917
30.11999999999999,78.51999999999995,25.1,20.4,98,75,6.6,8.9,247,5,9,4,0,0,0,0.18770836
30.11999999999999,78.53999999999995,27.6,22.3,95,83,9.5,7.0,64,5,9,4,0,0,0,0.05980977
30.11999999999999,78.55999999999995,27.5,22.1,95,83,9.5,7.0,64,5,9,4,0,0,0,0.05987765
30.11999999999999,78.57999999999994,30.3,25.3,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07853506
30.11999999999999,78.59999999999994,30.1,25.0,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07857547
30.11999999999999,78.61999999999993,28.5,23.5,95,82,8.8,7.2,35,5,9,4,0,0,0,0.077694975
30.11999999999999,78.63999999999993,27.0,19.4,98,72,3.0,10.1,241,5,9,4,0,0,0,0.24329636
30.11999999999999,78.65999999999993,26.4,18.7,98,72,3.0,10.1,241,5,9,4,0,0,0,0.24182193
30.11999999999999,78.67999999999992,28.3,20.6,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23463987
30.11999999999999,78.69999999999992,28.1,20.3,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23407371
30.11999999999999,78.71999999999991,28.2,20.5,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23435509
30.11999999999999,78.73999999999991,26.9,20.4,96,75,6.1,7.6,288,5,9,4,0,0,0,0.20098382
30.11999999999999,78.7599999999999,26.8,19.1,96,72,4.8,7.0,295,5,9,4,0,0,0,0.23038578
30.11999999999999,78.7799999999999,24.8,17.1,96,72,4.8,7.0,295,5,9,4,0,0,0,0.2248799
30.11999999999999,78.7999999999999,26.5,18.7,96,72,4.8,7.0,295,5,9,4,0,0,0,0.22954485
30.11999999999999,78.8199999999999,25.1,18.5,96,73,4.4,7.4,232,5,9,4,0,0,0,0.2269041
30.11999999999999,78.83999999999989,25.6,19.1,99,78,7.5,8.2,197,5,9,4,0,0,0,0.13171698
30.11999999999999,78.85999999999989,25.0,18.4,99,78,7.5,8.2,197,5,9,4,0,0,0,0.13148473
30.11999999999999,78.87999999999988,24.7,18.2,99,78,7.5,8.2,197,5,9,4,0,0,0,0.1311951
30.11999999999999,78.89999999999988,27.4,20.9,99,77,5.9,6.3,41,5,9,4,0,0,0,0.17543975
30.11999999999999,78.91999999999987,28.0,19.1,96,66,3.2,7.8,242,5,9,4,0,0,0,0.2895112
30.11999999999999,78.93999999999987,27.6,19.6,97,71,3.4,8.6,212,5,9,4,0,0,0,0.2510429
30.11999999999999,78.95999999999987,24.6,18.1,99,78,7.5,8.2,197,5,9,4,0,0,0,0.13117476
30.11999999999999,78.97999999999986,23.8,17.8,98,70,7.4,7.9,221,5,9,4,0,0,0,0.17794323
30.11999999999999,78.99999999999986,27.7,18.6,95,66,2.6,8.2,251,5,9,4,0,0,0,0.2836045
30.13999999999999,78.3,29.5,23.5,95,74,6.8,8.0,350,5,9,4,0,0,0,0.19562134
30.13999999999999,78.32,30.6,24.5,95,78,6.8,7.5,45,5,9,4,0,0,0,0.16633262
30.13999999999999,78.33999999999999,30.1,24.1,95,74,6.8,8.0,350,5,9,4,0,0,0,0.19623412
30.13999999999999,78.35999999999999,27.6,22.6,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07727807
30.13999999999999,78.37999999999998,29.5,23.5,95,74,6.8,8.0,350,5,9,4,0,0,0,0.19562134
30.13999999999999,78.39999999999998,29.7,23.7,95,74,6.8,8.0,350,5,9,4,0,0,0,0.1958256
30.13999999999999,78.41999999999997,28.0,23.0,95,82,8.8,7.2,35,5,9,4,0,0,0,0.07746317
30.13999999999999,78.43999999999997,30.4,24.3,95,78,6.8,7.5,45,5,9,4,0,0,0,0.1659877
30.13999999999999,78.45999999999997,26.0,19.7,98,81,9.8,8.3,323,5,9,4,0,0,0,0.061257485
30.13999999999999,78.47999999999996,24.1,19.4,98,75,6.6,8.9,247,5,9,4,0,0,0,0.18665975
30.13999999999999,78.49999999999996,22.9,18.2,98,75,6.6,8.9,247,5,9,4,0,0,0,0.18540749
30.13999999999999,78.51999999999995,22.0,17.3,98,75,6.6,8.9,247,5,9,4,0,0,0,0.18447246
30.13999999999999,78.53999999999995,27.5,22.2,95,83,9.5,7.0,64,5,9,4,0,0,0,0.05977327
